arm,lead,method,threshold_mmh,scale_km,fss
ml_v2,15,advection,0.5,1,0.779351
ml_v2,15,advection,0.5,5,0.893793
ml_v2,15,advection,0.5,11,0.938270
ml_v2,15,advection,0.5,21,0.965149
ml_v2,15,advection,0.5,51,0.986161
ml_v2,15,advection,0.5,101,0.993551
ml_v2,15,advection,1,1,0.716718
ml_v2,15,advection,1,5,0.859126
ml_v2,15,advection,1,11,0.917314
ml_v2,15,advection,1,21,0.953286
ml_v2,15,advection,1,51,0.981438
ml_v2,15,advection,1,101,0.990909
ml_v2,15,advection,2,1,0.615825
ml_v2,15,advection,2,5,0.799373
ml_v2,15,advection,2,11,0.879712
ml_v2,15,advection,2,21,0.929971
ml_v2,15,advection,2,51,0.970300
ml_v2,15,advection,2,101,0.984675
ml_v2,15,advection,4,1,0.473316
ml_v2,15,advection,4,5,0.706739
ml_v2,15,advection,4,11,0.821721
ml_v2,15,advection,4,21,0.893797
ml_v2,15,advection,4,51,0.949497
ml_v2,15,advection,4,101,0.970489
ml_v2,15,advection,8,1,0.337340
ml_v2,15,advection,8,5,0.603000
ml_v2,15,advection,8,11,0.756484
ml_v2,15,advection,8,21,0.848470
ml_v2,15,advection,8,51,0.923256
ml_v2,15,advection,8,101,0.952102
ml_v2,15,model_m0,0.5,1,0.756574
ml_v2,15,model_m0,0.5,5,0.879307
ml_v2,15,model_m0,0.5,11,0.930195
ml_v2,15,model_m0,0.5,21,0.961788
ml_v2,15,model_m0,0.5,51,0.986004
ml_v2,15,model_m0,0.5,101,0.993963
ml_v2,15,model_m0,1,1,0.692068
ml_v2,15,model_m0,1,5,0.842517
ml_v2,15,model_m0,1,11,0.907116
ml_v2,15,model_m0,1,21,0.948368
ml_v2,15,model_m0,1,51,0.980727
ml_v2,15,model_m0,1,101,0.991084
ml_v2,15,model_m0,2,1,0.592027
ml_v2,15,model_m0,2,5,0.779770
ml_v2,15,model_m0,2,11,0.865305
ml_v2,15,model_m0,2,21,0.921453
ml_v2,15,model_m0,2,51,0.967444
ml_v2,15,model_m0,2,101,0.983436
ml_v2,15,model_m0,4,1,0.463957
ml_v2,15,model_m0,4,5,0.689834
ml_v2,15,model_m0,4,11,0.803998
ml_v2,15,model_m0,4,21,0.882413
ml_v2,15,model_m0,4,51,0.947603
ml_v2,15,model_m0,4,101,0.970679
ml_v2,15,model_m0,8,1,0.333720
ml_v2,15,model_m0,8,5,0.566716
ml_v2,15,model_m0,8,11,0.704809
ml_v2,15,model_m0,8,21,0.809292
ml_v2,15,model_m0,8,51,0.902038
ml_v2,15,model_m0,8,101,0.936430
ml_v2,15,model_mean,0.5,1,0.806239
ml_v2,15,model_mean,0.5,5,0.906920
ml_v2,15,model_mean,0.5,11,0.944707
ml_v2,15,model_mean,0.5,21,0.967213
ml_v2,15,model_mean,0.5,51,0.984344
ml_v2,15,model_mean,0.5,101,0.990294
ml_v2,15,model_mean,1,1,0.760800
ml_v2,15,model_mean,1,5,0.883635
ml_v2,15,model_mean,1,11,0.930573
ml_v2,15,model_mean,1,21,0.959259
ml_v2,15,model_mean,1,51,0.981817
ml_v2,15,model_mean,1,101,0.989416
ml_v2,15,model_mean,2,1,0.680381
ml_v2,15,model_mean,2,5,0.839115
ml_v2,15,model_mean,2,11,0.902586
ml_v2,15,model_mean,2,21,0.942226
ml_v2,15,model_mean,2,51,0.974437
ml_v2,15,model_mean,2,101,0.985911
ml_v2,15,model_mean,4,1,0.563130
ml_v2,15,model_mean,4,5,0.764836
ml_v2,15,model_mean,4,11,0.851045
ml_v2,15,model_mean,4,21,0.907035
ml_v2,15,model_mean,4,51,0.951871
ml_v2,15,model_mean,4,101,0.968151
ml_v2,15,model_mean,8,1,0.418049
ml_v2,15,model_mean,8,5,0.637517
ml_v2,15,model_mean,8,11,0.749854
ml_v2,15,model_mean,8,21,0.829981
ml_v2,15,model_mean,8,51,0.900739
ml_v2,15,model_mean,8,101,0.926177
ml_v2,15,persistence,0.5,1,0.644923
ml_v2,15,persistence,0.5,5,0.763315
ml_v2,15,persistence,0.5,11,0.842810
ml_v2,15,persistence,0.5,21,0.912684
ml_v2,15,persistence,0.5,51,0.970793
ml_v2,15,persistence,0.5,101,0.987962
ml_v2,15,persistence,1,1,0.570306
ml_v2,15,persistence,1,5,0.707370
ml_v2,15,persistence,1,11,0.802097
ml_v2,15,persistence,1,21,0.888079
ml_v2,15,persistence,1,51,0.962242
ml_v2,15,persistence,1,101,0.984068
ml_v2,15,persistence,2,1,0.465241
ml_v2,15,persistence,2,5,0.621696
ml_v2,15,persistence,2,11,0.735414
ml_v2,15,persistence,2,21,0.843780
ml_v2,15,persistence,2,51,0.944325
ml_v2,15,persistence,2,101,0.976403
ml_v2,15,persistence,4,1,0.348916
ml_v2,15,persistence,4,5,0.511875
ml_v2,15,persistence,4,11,0.639655
ml_v2,15,persistence,4,21,0.772339
ml_v2,15,persistence,4,51,0.909462
ml_v2,15,persistence,4,101,0.956281
ml_v2,15,persistence,8,1,0.233925
ml_v2,15,persistence,8,5,0.359699
ml_v2,15,persistence,8,11,0.495811
ml_v2,15,persistence,8,21,0.673889
ml_v2,15,persistence,8,51,0.873238
ml_v2,15,persistence,8,101,0.933499
ml_v2,30,advection,0.5,1,0.694665
ml_v2,30,advection,0.5,5,0.811057
ml_v2,30,advection,0.5,11,0.871742
ml_v2,30,advection,0.5,21,0.915994
ml_v2,30,advection,0.5,51,0.959988
ml_v2,30,advection,0.5,101,0.979825
ml_v2,30,advection,1,1,0.618446
ml_v2,30,advection,1,5,0.758480
ml_v2,30,advection,1,11,0.834481
ml_v2,30,advection,1,21,0.891027
ml_v2,30,advection,1,51,0.948239
ml_v2,30,advection,1,101,0.973685
ml_v2,30,advection,2,1,0.500008
ml_v2,30,advection,2,5,0.670283
ml_v2,30,advection,2,11,0.769339
ml_v2,30,advection,2,21,0.844123
ml_v2,30,advection,2,51,0.920728
ml_v2,30,advection,2,101,0.957439
ml_v2,30,advection,4,1,0.340423
ml_v2,30,advection,4,5,0.536874
ml_v2,30,advection,4,11,0.667077
ml_v2,30,advection,4,21,0.768201
ml_v2,30,advection,4,51,0.875250
ml_v2,30,advection,4,101,0.928572
ml_v2,30,advection,8,1,0.186046
ml_v2,30,advection,8,5,0.369951
ml_v2,30,advection,8,11,0.529748
ml_v2,30,advection,8,21,0.666259
ml_v2,30,advection,8,51,0.814872
ml_v2,30,advection,8,101,0.881864
ml_v2,30,model_m0,0.5,1,0.673204
ml_v2,30,model_m0,0.5,5,0.793575
ml_v2,30,model_m0,0.5,11,0.859297
ml_v2,30,model_m0,0.5,21,0.910108
ml_v2,30,model_m0,0.5,51,0.960722
ml_v2,30,model_m0,0.5,101,0.981769
ml_v2,30,model_m0,1,1,0.596049
ml_v2,30,model_m0,1,5,0.738800
ml_v2,30,model_m0,1,11,0.818936
ml_v2,30,model_m0,1,21,0.882657
ml_v2,30,model_m0,1,51,0.947992
ml_v2,30,model_m0,1,101,0.975819
ml_v2,30,model_m0,2,1,0.482444
ml_v2,30,model_m0,2,5,0.649608
ml_v2,30,model_m0,2,11,0.748754
ml_v2,30,model_m0,2,21,0.829856
ml_v2,30,model_m0,2,51,0.915799
ml_v2,30,model_m0,2,101,0.955827
ml_v2,30,model_m0,4,1,0.350137
ml_v2,30,model_m0,4,5,0.532154
ml_v2,30,model_m0,4,11,0.651050
ml_v2,30,model_m0,4,21,0.756688
ml_v2,30,model_m0,4,51,0.874805
ml_v2,30,model_m0,4,101,0.930070
ml_v2,30,model_m0,8,1,0.227960
ml_v2,30,model_m0,8,5,0.391527
ml_v2,30,model_m0,8,11,0.520492
ml_v2,30,model_m0,8,21,0.651938
ml_v2,30,model_m0,8,51,0.806405
ml_v2,30,model_m0,8,101,0.866159
ml_v2,30,model_mean,0.5,1,0.734749
ml_v2,30,model_mean,0.5,5,0.838224
ml_v2,30,model_mean,0.5,11,0.888336
ml_v2,30,model_mean,0.5,21,0.924542
ml_v2,30,model_mean,0.5,51,0.959535
ml_v2,30,model_mean,0.5,101,0.974670
ml_v2,30,model_mean,1,1,0.679117
ml_v2,30,model_mean,1,5,0.802091
ml_v2,30,model_mean,1,11,0.863329
ml_v2,30,model_mean,1,21,0.908959
ml_v2,30,model_mean,1,51,0.953858
ml_v2,30,model_mean,1,101,0.973022
ml_v2,30,model_mean,2,1,0.580156
ml_v2,30,model_mean,2,5,0.733306
ml_v2,30,model_mean,2,11,0.813059
ml_v2,30,model_mean,2,21,0.875204
ml_v2,30,model_mean,2,51,0.936557
ml_v2,30,model_mean,2,101,0.963102
ml_v2,30,model_mean,4,1,0.444996
ml_v2,30,model_mean,4,5,0.624552
ml_v2,30,model_mean,4,11,0.723571
ml_v2,30,model_mean,4,21,0.804567
ml_v2,30,model_mean,4,51,0.883775
ml_v2,30,model_mean,4,101,0.919630
ml_v2,30,model_mean,8,1,0.288701
ml_v2,30,model_mean,8,5,0.453612
ml_v2,30,model_mean,8,11,0.568202
ml_v2,30,model_mean,8,21,0.678603
ml_v2,30,model_mean,8,51,0.790914
ml_v2,30,model_mean,8,101,0.825904
ml_v2,30,persistence,0.5,1,0.560712
ml_v2,30,persistence,0.5,5,0.665127
ml_v2,30,persistence,0.5,11,0.739045
ml_v2,30,persistence,0.5,21,0.817231
ml_v2,30,persistence,0.5,51,0.918264
ml_v2,30,persistence,0.5,101,0.961602
ml_v2,30,persistence,1,1,0.480605
ml_v2,30,persistence,1,5,0.597629
ml_v2,30,persistence,1,11,0.682332
ml_v2,30,persistence,1,21,0.774337
ml_v2,30,persistence,1,51,0.897690
ml_v2,30,persistence,1,101,0.951493
ml_v2,30,persistence,2,1,0.369951
ml_v2,30,persistence,2,5,0.494759
ml_v2,30,persistence,2,11,0.588736
ml_v2,30,persistence,2,21,0.696705
ml_v2,30,persistence,2,51,0.853123
ml_v2,30,persistence,2,101,0.929065
ml_v2,30,persistence,4,1,0.253428
ml_v2,30,persistence,4,5,0.366268
ml_v2,30,persistence,4,11,0.456624
ml_v2,30,persistence,4,21,0.572934
ml_v2,30,persistence,4,51,0.766016
ml_v2,30,persistence,4,101,0.877732
ml_v2,30,persistence,8,1,0.164059
ml_v2,30,persistence,8,5,0.233114
ml_v2,30,persistence,8,11,0.302467
ml_v2,30,persistence,8,21,0.430446
ml_v2,30,persistence,8,51,0.681507
ml_v2,30,persistence,8,101,0.820175
ml_v2,45,advection,0.5,1,0.631419
ml_v2,45,advection,0.5,5,0.743027
ml_v2,45,advection,0.5,11,0.810821
ml_v2,45,advection,0.5,21,0.866241
ml_v2,45,advection,0.5,51,0.928889
ml_v2,45,advection,0.5,101,0.961801
ml_v2,45,advection,1,1,0.547788
ml_v2,45,advection,1,5,0.678766
ml_v2,45,advection,1,11,0.761597
ml_v2,45,advection,1,21,0.830718
ml_v2,45,advection,1,51,0.910107
ml_v2,45,advection,1,101,0.951310
ml_v2,45,advection,2,1,0.423181
ml_v2,45,advection,2,5,0.575728
ml_v2,45,advection,2,11,0.678027
ml_v2,45,advection,2,21,0.764114
ml_v2,45,advection,2,51,0.866258
ml_v2,45,advection,2,101,0.924388
ml_v2,45,advection,4,1,0.272066
ml_v2,45,advection,4,5,0.438443
ml_v2,45,advection,4,11,0.564037
ml_v2,45,advection,4,21,0.674395
ml_v2,45,advection,4,51,0.806293
ml_v2,45,advection,4,101,0.881278
ml_v2,45,advection,8,1,0.129996
ml_v2,45,advection,8,5,0.256474
ml_v2,45,advection,8,11,0.381325
ml_v2,45,advection,8,21,0.516266
ml_v2,45,advection,8,51,0.688952
ml_v2,45,advection,8,101,0.784542
ml_v2,45,model_m0,0.5,1,0.614322
ml_v2,45,model_m0,0.5,5,0.728563
ml_v2,45,model_m0,0.5,11,0.799643
ml_v2,45,model_m0,0.5,21,0.861488
ml_v2,45,model_m0,0.5,51,0.931183
ml_v2,45,model_m0,0.5,101,0.965663
ml_v2,45,model_m0,1,1,0.531255
ml_v2,45,model_m0,1,5,0.663036
ml_v2,45,model_m0,1,11,0.747155
ml_v2,45,model_m0,1,21,0.822834
ml_v2,45,model_m0,1,51,0.911537
ml_v2,45,model_m0,1,101,0.955734
ml_v2,45,model_m0,2,1,0.412831
ml_v2,45,model_m0,2,5,0.560164
ml_v2,45,model_m0,2,11,0.658415
ml_v2,45,model_m0,2,21,0.750382
ml_v2,45,model_m0,2,51,0.866373
ml_v2,45,model_m0,2,101,0.929853
ml_v2,45,model_m0,4,1,0.290965
ml_v2,45,model_m0,4,5,0.443670
ml_v2,45,model_m0,4,11,0.553642
ml_v2,45,model_m0,4,21,0.663860
ml_v2,45,model_m0,4,51,0.809064
ml_v2,45,model_m0,4,101,0.890334
ml_v2,45,model_m0,8,1,0.178012
ml_v2,45,model_m0,8,5,0.298741
ml_v2,45,model_m0,8,11,0.407929
ml_v2,45,model_m0,8,21,0.541643
ml_v2,45,model_m0,8,51,0.713339
ml_v2,45,model_m0,8,101,0.792542
ml_v2,45,model_mean,0.5,1,0.680585
ml_v2,45,model_mean,0.5,5,0.782758
ml_v2,45,model_mean,0.5,11,0.838707
ml_v2,45,model_mean,0.5,21,0.883789
ml_v2,45,model_mean,0.5,51,0.932540
ml_v2,45,model_mean,0.5,101,0.956634
ml_v2,45,model_mean,1,1,0.621213
ml_v2,45,model_mean,1,5,0.741020
ml_v2,45,model_mean,1,11,0.807747
ml_v2,45,model_mean,1,21,0.863029
ml_v2,45,model_mean,1,51,0.924591
ml_v2,45,model_mean,1,101,0.954725
ml_v2,45,model_mean,2,1,0.509768
ml_v2,45,model_mean,2,5,0.654184
ml_v2,45,model_mean,2,11,0.737394
ml_v2,45,model_mean,2,21,0.808789
ml_v2,45,model_mean,2,51,0.891750
ml_v2,45,model_mean,2,101,0.933021
ml_v2,45,model_mean,4,1,0.372362
ml_v2,45,model_mean,4,5,0.528983
ml_v2,45,model_mean,4,11,0.623400
ml_v2,45,model_mean,4,21,0.710028
ml_v2,45,model_mean,4,51,0.810839
ml_v2,45,model_mean,4,101,0.859458
ml_v2,45,model_mean,8,1,0.233563
ml_v2,45,model_mean,8,5,0.358017
ml_v2,45,model_mean,8,11,0.448101
ml_v2,45,model_mean,8,21,0.550691
ml_v2,45,model_mean,8,51,0.676013
ml_v2,45,model_mean,8,101,0.719806
ml_v2,45,persistence,0.5,1,0.514963
ml_v2,45,persistence,0.5,5,0.611022
ml_v2,45,persistence,0.5,11,0.679737
ml_v2,45,persistence,0.5,21,0.754264
ml_v2,45,persistence,0.5,51,0.867189
ml_v2,45,persistence,0.5,101,0.930141
ml_v2,45,persistence,1,1,0.433598
ml_v2,45,persistence,1,5,0.539783
ml_v2,45,persistence,1,11,0.617280
ml_v2,45,persistence,1,21,0.703205
ml_v2,45,persistence,1,51,0.836241
ml_v2,45,persistence,1,101,0.912362
ml_v2,45,persistence,2,1,0.322428
ml_v2,45,persistence,2,5,0.431153
ml_v2,45,persistence,2,11,0.513422
ml_v2,45,persistence,2,21,0.609112
ml_v2,45,persistence,2,51,0.769506
ml_v2,45,persistence,2,101,0.873773
ml_v2,45,persistence,4,1,0.213421
ml_v2,45,persistence,4,5,0.305642
ml_v2,45,persistence,4,11,0.378983
ml_v2,45,persistence,4,21,0.475456
ml_v2,45,persistence,4,51,0.654688
ml_v2,45,persistence,4,101,0.793339
ml_v2,45,persistence,8,1,0.141942
ml_v2,45,persistence,8,5,0.195833
ml_v2,45,persistence,8,11,0.248866
ml_v2,45,persistence,8,21,0.345504
ml_v2,45,persistence,8,51,0.542938
ml_v2,45,persistence,8,101,0.707236
ml_v2,60,advection,0.5,1,0.578175
ml_v2,60,advection,0.5,5,0.683232
ml_v2,60,advection,0.5,11,0.753073
ml_v2,60,advection,0.5,21,0.815624
ml_v2,60,advection,0.5,51,0.893454
ml_v2,60,advection,0.5,101,0.939257
ml_v2,60,advection,1,1,0.490980
ml_v2,60,advection,1,5,0.612174
ml_v2,60,advection,1,11,0.695712
ml_v2,60,advection,1,21,0.771734
ml_v2,60,advection,1,51,0.867033
ml_v2,60,advection,1,101,0.922813
ml_v2,60,advection,2,1,0.362214
ml_v2,60,advection,2,5,0.497832
ml_v2,60,advection,2,11,0.597080
ml_v2,60,advection,2,21,0.688930
ml_v2,60,advection,2,51,0.807703
ml_v2,60,advection,2,101,0.882343
ml_v2,60,advection,4,1,0.223304
ml_v2,60,advection,4,5,0.363215
ml_v2,60,advection,4,11,0.476833
ml_v2,60,advection,4,21,0.585793
ml_v2,60,advection,4,51,0.729232
ml_v2,60,advection,4,101,0.820660
ml_v2,60,advection,8,1,0.093206
ml_v2,60,advection,8,5,0.181418
ml_v2,60,advection,8,11,0.276402
ml_v2,60,advection,8,21,0.394595
ml_v2,60,advection,8,51,0.571105
ml_v2,60,advection,8,101,0.681693
ml_v2,60,model_m0,0.5,1,0.566121
ml_v2,60,model_m0,0.5,5,0.673101
ml_v2,60,model_m0,0.5,11,0.744012
ml_v2,60,model_m0,0.5,21,0.811104
ml_v2,60,model_m0,0.5,51,0.896150
ml_v2,60,model_m0,0.5,101,0.944534
ml_v2,60,model_m0,1,1,0.479570
ml_v2,60,model_m0,1,5,0.601208
ml_v2,60,model_m0,1,11,0.683753
ml_v2,60,model_m0,1,21,0.763706
ml_v2,60,model_m0,1,51,0.867628
ml_v2,60,model_m0,1,101,0.927544
ml_v2,60,model_m0,2,1,0.360965
ml_v2,60,model_m0,2,5,0.492268
ml_v2,60,model_m0,2,11,0.585278
ml_v2,60,model_m0,2,21,0.678820
ml_v2,60,model_m0,2,51,0.810910
ml_v2,60,model_m0,2,101,0.893256
ml_v2,60,model_m0,4,1,0.247281
ml_v2,60,model_m0,4,5,0.378989
ml_v2,60,model_m0,4,11,0.478762
ml_v2,60,model_m0,4,21,0.587202
ml_v2,60,model_m0,4,51,0.745185
ml_v2,60,model_m0,4,101,0.845950
ml_v2,60,model_m0,8,1,0.152454
ml_v2,60,model_m0,8,5,0.249156
ml_v2,60,model_m0,8,11,0.345556
ml_v2,60,model_m0,8,21,0.480457
ml_v2,60,model_m0,8,51,0.676238
ml_v2,60,model_m0,8,101,0.768975
ml_v2,60,model_mean,0.5,1,0.635436
ml_v2,60,model_mean,0.5,5,0.735635
ml_v2,60,model_mean,0.5,11,0.793717
ml_v2,60,model_mean,0.5,21,0.844094
ml_v2,60,model_mean,0.5,51,0.903686
ml_v2,60,model_mean,0.5,101,0.936157
ml_v2,60,model_mean,1,1,0.570288
ml_v2,60,model_mean,1,5,0.686721
ml_v2,60,model_mean,1,11,0.755457
ml_v2,60,model_mean,1,21,0.816467
ml_v2,60,model_mean,1,51,0.890820
ml_v2,60,model_mean,1,101,0.931576
ml_v2,60,model_mean,2,1,0.450207
ml_v2,60,model_mean,2,5,0.585139
ml_v2,60,model_mean,2,11,0.668198
ml_v2,60,model_mean,2,21,0.745495
ml_v2,60,model_mean,2,51,0.842902
ml_v2,60,model_mean,2,101,0.895745
ml_v2,60,model_mean,4,1,0.315372
ml_v2,60,model_mean,4,5,0.450908
ml_v2,60,model_mean,4,11,0.537133
ml_v2,60,model_mean,4,21,0.624093
ml_v2,60,model_mean,4,51,0.737566
ml_v2,60,model_mean,4,101,0.798995
ml_v2,60,model_mean,8,1,0.196043
ml_v2,60,model_mean,8,5,0.288413
ml_v2,60,model_mean,8,11,0.358119
ml_v2,60,model_mean,8,21,0.446082
ml_v2,60,model_mean,8,51,0.547738
ml_v2,60,model_mean,8,101,0.577731
ml_v2,60,persistence,0.5,1,0.482536
ml_v2,60,persistence,0.5,5,0.572623
ml_v2,60,persistence,0.5,11,0.637068
ml_v2,60,persistence,0.5,21,0.707571
ml_v2,60,persistence,0.5,51,0.820363
ml_v2,60,persistence,0.5,101,0.895493
ml_v2,60,persistence,1,1,0.400942
ml_v2,60,persistence,1,5,0.499237
ml_v2,60,persistence,1,11,0.570822
ml_v2,60,persistence,1,21,0.650907
ml_v2,60,persistence,1,51,0.781311
ml_v2,60,persistence,1,101,0.870106
ml_v2,60,persistence,2,1,0.289708
ml_v2,60,persistence,2,5,0.387258
ml_v2,60,persistence,2,11,0.460780
ml_v2,60,persistence,2,21,0.547486
ml_v2,60,persistence,2,51,0.699141
ml_v2,60,persistence,2,101,0.814647
ml_v2,60,persistence,4,1,0.189640
ml_v2,60,persistence,4,5,0.269605
ml_v2,60,persistence,4,11,0.330192
ml_v2,60,persistence,4,21,0.409452
ml_v2,60,persistence,4,51,0.563539
ml_v2,60,persistence,4,101,0.706517
ml_v2,60,persistence,8,1,0.124942
ml_v2,60,persistence,8,5,0.166055
ml_v2,60,persistence,8,11,0.203026
ml_v2,60,persistence,8,21,0.274583
ml_v2,60,persistence,8,51,0.434494
ml_v2,60,persistence,8,101,0.598845
ml_v2,pooled,advection,0.5,1,0.670603
ml_v2,pooled,advection,0.5,5,0.782403
ml_v2,pooled,advection,0.5,11,0.843100
ml_v2,pooled,advection,0.5,21,0.890408
ml_v2,pooled,advection,0.5,51,0.941869
ml_v2,pooled,advection,0.5,101,0.968450
ml_v2,pooled,advection,1,1,0.593022
ml_v2,pooled,advection,1,5,0.726552
ml_v2,pooled,advection,1,11,0.801677
ml_v2,pooled,advection,1,21,0.861133
ml_v2,pooled,advection,1,51,0.926266
ml_v2,pooled,advection,1,101,0.959414
ml_v2,pooled,advection,2,1,0.474913
ml_v2,pooled,advection,2,5,0.635320
ml_v2,pooled,advection,2,11,0.730542
ml_v2,pooled,advection,2,21,0.806342
ml_v2,pooled,advection,2,51,0.890941
ml_v2,pooled,advection,2,101,0.937052
ml_v2,pooled,advection,4,1,0.327822
ml_v2,pooled,advection,4,5,0.512396
ml_v2,pooled,advection,4,11,0.633598
ml_v2,pooled,advection,4,21,0.731662
ml_v2,pooled,advection,4,51,0.840848
ml_v2,pooled,advection,4,101,0.900794
ml_v2,pooled,advection,8,1,0.188596
ml_v2,pooled,advection,8,5,0.357346
ml_v2,pooled,advection,8,11,0.492109
ml_v2,pooled,advection,8,21,0.612201
ml_v2,pooled,advection,8,51,0.753829
ml_v2,pooled,advection,8,101,0.828942
ml_v2,pooled,model_m0,0.5,1,0.652084
ml_v2,pooled,model_m0,0.5,5,0.768111
ml_v2,pooled,model_m0,0.5,11,0.832802
ml_v2,pooled,model_m0,0.5,21,0.885715
ml_v2,pooled,model_m0,0.5,51,0.943256
ml_v2,pooled,model_m0,0.5,101,0.971344
ml_v2,pooled,model_m0,1,1,0.574305
ml_v2,pooled,model_m0,1,5,0.710928
ml_v2,pooled,model_m0,1,11,0.788850
ml_v2,pooled,model_m0,1,21,0.854096
ml_v2,pooled,model_m0,1,51,0.926776
ml_v2,pooled,model_m0,1,101,0.962450
ml_v2,pooled,model_m0,2,1,0.461700
ml_v2,pooled,model_m0,2,5,0.620061
ml_v2,pooled,model_m0,2,11,0.714126
ml_v2,pooled,model_m0,2,21,0.794927
ml_v2,pooled,model_m0,2,51,0.890103
ml_v2,pooled,model_m0,2,101,0.940640
ml_v2,pooled,model_m0,4,1,0.338529
ml_v2,pooled,model_m0,4,5,0.512329
ml_v2,pooled,model_m0,4,11,0.623529
ml_v2,pooled,model_m0,4,21,0.724332
ml_v2,pooled,model_m0,4,51,0.845450
ml_v2,pooled,model_m0,4,101,0.910155
ml_v2,pooled,model_m0,8,1,0.224457
ml_v2,pooled,model_m0,8,5,0.380896
ml_v2,pooled,model_m0,8,11,0.501635
ml_v2,pooled,model_m0,8,21,0.628342
ml_v2,pooled,model_m0,8,51,0.780121
ml_v2,pooled,model_m0,8,101,0.845851
ml_v2,pooled,model_mean,0.5,1,0.712208
ml_v2,pooled,model_mean,0.5,5,0.813873
ml_v2,pooled,model_mean,0.5,11,0.864330
ml_v2,pooled,model_mean,0.5,21,0.902970
ml_v2,pooled,model_mean,0.5,51,0.943511
ml_v2,pooled,model_mean,0.5,101,0.963339
ml_v2,pooled,model_mean,1,1,0.657298
ml_v2,pooled,model_mean,1,5,0.777843
ml_v2,pooled,model_mean,1,11,0.838439
ml_v2,pooled,model_mean,1,21,0.885875
ml_v2,pooled,model_mean,1,51,0.936799
ml_v2,pooled,model_mean,1,101,0.961496
ml_v2,pooled,model_mean,2,1,0.557860
ml_v2,pooled,model_mean,2,5,0.706547
ml_v2,pooled,model_mean,2,11,0.783318
ml_v2,pooled,model_mean,2,21,0.845014
ml_v2,pooled,model_mean,2,51,0.912432
ml_v2,pooled,model_mean,2,101,0.945101
ml_v2,pooled,model_mean,4,1,0.431523
ml_v2,pooled,model_mean,4,5,0.603930
ml_v2,pooled,model_mean,4,11,0.695311
ml_v2,pooled,model_mean,4,21,0.770995
ml_v2,pooled,model_mean,4,51,0.852280
ml_v2,pooled,model_mean,4,101,0.891548
ml_v2,pooled,model_mean,8,1,0.293346
ml_v2,pooled,model_mean,8,5,0.453472
ml_v2,pooled,model_mean,8,11,0.553645
ml_v2,pooled,model_mean,8,21,0.647508
ml_v2,pooled,model_mean,8,51,0.747800
ml_v2,pooled,model_mean,8,101,0.783527
ml_v2,pooled,persistence,0.5,1,0.550427
ml_v2,pooled,persistence,0.5,5,0.652538
ml_v2,pooled,persistence,0.5,11,0.724094
ml_v2,pooled,persistence,0.5,21,0.797310
ml_v2,pooled,persistence,0.5,51,0.893616
ml_v2,pooled,persistence,0.5,101,0.943449
ml_v2,pooled,persistence,1,1,0.470985
ml_v2,pooled,persistence,1,5,0.585469
ml_v2,pooled,persistence,1,11,0.667479
ml_v2,pooled,persistence,1,21,0.753395
ml_v2,pooled,persistence,1,51,0.868685
ml_v2,pooled,persistence,1,101,0.929042
ml_v2,pooled,persistence,2,1,0.361497
ml_v2,pooled,persistence,2,5,0.483231
ml_v2,pooled,persistence,2,11,0.573985
ml_v2,pooled,persistence,2,21,0.673601
ml_v2,pooled,persistence,2,51,0.815923
ml_v2,pooled,persistence,2,101,0.898054
ml_v2,pooled,persistence,4,1,0.251550
ml_v2,pooled,persistence,4,5,0.363804
ml_v2,pooled,persistence,4,11,0.452015
ml_v2,pooled,persistence,4,21,0.558350
ml_v2,pooled,persistence,4,51,0.724133
ml_v2,pooled,persistence,4,101,0.834126
ml_v2,pooled,persistence,8,1,0.166669
ml_v2,pooled,persistence,8,5,0.239852
ml_v2,pooled,persistence,8,11,0.314783
ml_v2,pooled,persistence,8,21,0.434114
ml_v2,pooled,persistence,8,51,0.635598
ml_v2,pooled,persistence,8,101,0.767550
