timestamp,split,n_crops,wet_fraction,heavy_fraction,mean_mmh,p99_mmh,p99_9_mmh,max_mmh,concentration
202601010145,test,7,0.072009,0.00015563,0.0881,2.511,5.703,46.04,0.7919
202601010200,test,7,0.075909,0.00017530,0.0877,2.435,5.687,46.53,0.7492
202601010215,test,7,0.079339,0.00016932,0.0890,2.435,5.277,56.16,0.6651
202601010230,test,8,0.081030,0.00017872,0.0921,2.384,5.124,67.54,0.6323
202601010245,test,8,0.083006,0.00019069,0.0933,2.395,5.313,23.90,0.6401
202601010300,test,8,0.086013,0.00016418,0.0961,2.506,5.352,53.59,0.6222
202601010315,test,8,0.086702,0.00029844,0.0951,2.399,5.480,38.30,0.6321
202601010330,test,8,0.087227,0.00015991,0.0935,2.349,5.170,32.17,0.5927
202601010345,test,8,0.088084,0.00021977,0.0930,2.289,5.273,36.42,0.5986
202601010400,test,8,0.086399,0.00015392,0.0879,2.233,5.004,27.36,0.5791
202601010415,test,7,0.086603,0.00019155,0.0891,2.252,5.001,39.79,0.5774
202601010430,test,8,0.087817,0.00020438,0.0890,2.251,5.063,43.48,0.5765
202601010445,test,8,0.089880,0.00025568,0.0922,2.249,5.191,28.19,0.5775
202601010500,test,8,0.089706,0.00022233,0.0931,2.261,5.180,23.64,0.5775
202601010515,test,9,0.092254,0.00020352,0.1022,2.577,5.503,23.65,0.5965
202601010530,test,8,0.092115,0.00025312,0.1034,2.606,5.476,52.59,0.5945
202601010545,test,9,0.092929,0.00028647,0.1096,2.739,6.018,33.18,0.6476
202601010600,test,8,0.092009,0.00036942,0.1113,2.818,6.379,43.79,0.6934
202601010615,test,8,0.090235,0.00036086,0.1088,2.799,6.263,24.10,0.6940
202601010630,test,8,0.087030,0.00038053,0.1058,2.802,6.173,28.68,0.7093
202601010645,test,6,0.084510,0.00036429,0.1008,2.623,6.150,131.08,0.7277
202601010700,test,6,0.081429,0.00024029,0.0936,2.472,5.762,25.44,0.7077
202601010715,test,6,0.077872,0.00024115,0.0872,2.368,5.630,16.71,0.7230
202601010730,test,6,0.075829,0.00021207,0.0797,2.112,5.261,17.02,0.6938
202601010745,test,7,0.075923,0.00017103,0.0773,2.031,4.958,27.76,0.6531
202601010800,test,7,0.076932,0.00013939,0.0797,2.091,4.941,30.46,0.6423
202601010815,test,6,0.076573,0.00012912,0.0793,2.093,5.001,22.96,0.6531
202601010830,test,6,0.077121,0.00017958,0.0800,2.093,5.043,36.22,0.6539
202601010845,test,7,0.077092,0.00015820,0.0806,2.110,5.025,28.27,0.6519
202601010900,test,6,0.077741,0.00020352,0.0815,2.139,5.007,77.71,0.6441
202601010915,test,5,0.079052,0.00023088,0.0861,2.311,5.358,67.17,0.6777
202601010930,test,5,0.080741,0.00025825,0.0886,2.370,5.309,26.97,0.6575
202601010945,test,7,0.083142,0.00026167,0.0924,2.418,5.288,29.13,0.6360
202601011000,test,7,0.087675,0.00020609,0.0956,2.408,5.076,37.91,0.5789
202601011015,test,7,0.092681,0.00024200,0.1019,2.486,5.191,47.73,0.5601
202601011030,test,7,0.096798,0.00032837,0.1056,2.503,5.650,27.37,0.5837
202601011045,test,8,0.101496,0.00036514,0.1128,2.669,5.867,46.26,0.5780
202601011100,test,8,0.105536,0.00046434,0.1223,2.806,6.304,45.59,0.5974
202601011115,test,8,0.107333,0.00051564,0.1286,2.862,6.229,35.26,0.5803
202601011130,test,8,0.107838,0.00046434,0.1324,2.965,6.318,39.71,0.5859
202601011145,test,8,0.108149,0.00047716,0.1349,3.011,6.367,70.80,0.5887
202601011200,test,8,0.107614,0.00053959,0.1345,2.998,6.664,32.89,0.6192
202601011215,test,8,0.108177,0.00075850,0.1378,3.057,7.236,48.79,0.6689
202601011230,test,8,0.107453,0.00076791,0.1359,2.984,7.289,39.24,0.6783
202601011245,test,8,0.106272,0.00073627,0.1340,2.963,7.203,34.73,0.6778
202601011300,test,8,0.104304,0.00055156,0.1311,2.981,6.733,53.44,0.6455
202601011315,test,8,0.102985,0.00055156,0.1289,2.912,6.602,26.99,0.6410
202601011330,test,8,0.103493,0.00067042,0.1290,2.927,6.863,23.51,0.6632
202601011345,test,8,0.103267,0.00058491,0.1279,2.896,6.749,45.19,0.6535
202601011400,test,7,0.101872,0.00069094,0.1283,2.958,7.017,37.75,0.6888
202601011415,test,8,0.100278,0.00081409,0.1299,3.014,7.411,35.46,0.7391
202601011430,test,8,0.097819,0.00062595,0.1226,2.886,6.612,26.24,0.6760
202601011445,test,7,0.098379,0.00071147,0.1260,2.986,6.978,51.03,0.7093
202601011500,test,7,0.098858,0.00061313,0.1237,2.934,6.690,33.79,0.6767
202601011515,test,6,0.098453,0.00064049,0.1228,2.916,6.894,37.39,0.7002
202601011530,test,6,0.097367,0.00060629,0.1213,2.915,6.787,32.34,0.6970
202601011545,test,6,0.096953,0.00054985,0.1216,2.915,6.580,95.23,0.6787
202601011600,test,7,0.098347,0.00049768,0.1224,2.905,6.211,26.25,0.6315
202601011615,test,7,0.101359,0.00043269,0.1221,2.820,6.091,28.81,0.6009
202601011630,test,7,0.103479,0.00044552,0.1190,2.709,6.240,28.26,0.6030
202601011645,test,8,0.108664,0.00034462,0.1243,2.799,5.948,25.67,0.5473
202601011700,test,8,0.112237,0.00027706,0.1267,2.711,5.715,53.66,0.5092
202601011715,test,9,0.113337,0.00034205,0.1277,2.707,5.916,27.19,0.5220
202601011730,test,10,0.111898,0.00043526,0.1291,2.748,6.279,31.79,0.5611
202601011745,test,10,0.110875,0.00037626,0.1301,2.777,6.232,31.14,0.5621
202601011800,test,10,0.109292,0.00036685,0.1256,2.726,6.211,33.68,0.5683
202601011815,test,9,0.106881,0.00037369,0.1214,2.681,6.013,22.34,0.5626
202601011830,test,9,0.104700,0.00037369,0.1199,2.672,6.217,26.55,0.5938
202601011845,test,9,0.105116,0.00039678,0.1212,2.703,6.397,21.93,0.6085
202601011900,test,10,0.109298,0.00045749,0.1266,2.762,6.627,29.72,0.6063
202601011915,test,9,0.109546,0.00039250,0.1280,2.801,6.608,69.86,0.6032
202601011930,test,8,0.109250,0.00039507,0.1283,2.877,6.511,39.36,0.5960
202601011945,test,8,0.108021,0.00045920,0.1263,2.800,6.621,40.09,0.6130
202601012000,test,8,0.107340,0.00049854,0.1265,2.851,6.678,32.79,0.6221
202601012015,test,8,0.106053,0.00040448,0.1258,2.882,6.345,35.88,0.5983
202601012030,test,8,0.105731,0.00054472,0.1308,2.946,6.965,48.00,0.6588
202601012045,test,8,0.104993,0.00069522,0.1337,3.047,7.270,54.02,0.6924
202601012100,test,7,0.104615,0.00078245,0.1371,3.169,7.436,39.94,0.7108
202601012115,test,7,0.106556,0.00080554,0.1416,3.229,7.526,41.37,0.7063
202601012130,test,8,0.107582,0.00102701,0.1494,3.375,8.067,48.21,0.7499
202601012145,test,8,0.111312,0.00110825,0.1552,3.376,8.266,41.22,0.7426
202601012200,test,8,0.114607,0.00120231,0.1585,3.411,8.499,44.39,0.7416
202601012215,test,8,0.115999,0.00114245,0.1623,3.480,8.288,28.41,0.7145
202601012230,test,8,0.116653,0.00100991,0.1629,3.458,8.024,23.91,0.6878
202601012245,test,8,0.117625,0.00095518,0.1667,3.560,7.871,28.78,0.6691
202601012300,test,8,0.117318,0.00084059,0.1655,3.477,7.655,49.59,0.6525
202601012315,test,8,0.119316,0.00110397,0.1664,3.465,8.233,23.30,0.6900
202601012330,test,8,0.120270,0.00120145,0.1678,3.509,8.483,35.93,0.7053
202601012345,test,8,0.121815,0.00115272,0.1718,3.656,8.354,39.12,0.6858
202601020145,test,7,0.130865,0.00113561,0.1879,3.754,8.360,23.55,0.6388
202601020200,test,7,0.132758,0.00125789,0.1891,3.725,8.602,38.05,0.6479
202601020215,test,6,0.133376,0.00098597,0.1861,3.727,7.973,40.33,0.5978
202601020230,test,6,0.133230,0.00092867,0.1865,3.689,7.860,42.12,0.5900
202601020245,test,6,0.133861,0.00108003,0.1900,3.691,8.157,36.37,0.6094
202601020300,test,7,0.133719,0.00123822,0.1936,3.738,8.582,67.81,0.6418
202601020315,test,7,0.134311,0.00127927,0.1936,3.723,8.614,53.19,0.6413
202601020330,test,7,0.133874,0.00114160,0.1865,3.560,8.311,72.53,0.6208
202601020345,test,7,0.134926,0.00129039,0.1913,3.725,8.640,52.17,0.6403
202601020400,test,7,0.135502,0.00131776,0.1942,3.773,8.653,75.51,0.6386
202601020415,test,8,0.136263,0.00125618,0.1941,3.744,8.530,41.52,0.6260
202601020430,test,10,0.139535,0.00115015,0.1958,3.683,8.303,28.28,0.5951
202601020445,test,9,0.142914,0.00105694,0.2005,3.657,8.125,31.96,0.5685
202601020500,test,9,0.141147,0.00100820,0.2019,3.708,8.024,43.55,0.5685
202601020515,test,9,0.141779,0.00110483,0.2060,3.821,8.231,58.60,0.5805
202601020530,test,9,0.141052,0.00097741,0.1991,3.717,7.947,110.40,0.5634
202601020545,test,9,0.140899,0.00102787,0.2016,3.766,8.083,144.90,0.5737
202601020600,test,8,0.141350,0.00097742,0.1994,3.694,7.950,58.21,0.5625
202601020615,test,8,0.142114,0.00130065,0.2049,3.714,8.509,56.81,0.5987
202601020630,test,8,0.144767,0.00145971,0.2100,3.805,8.678,40.45,0.5995
202601020645,test,9,0.146304,0.00143406,0.2120,3.824,8.584,44.89,0.5867
202601020700,test,9,0.146895,0.00132459,0.2108,3.797,8.578,44.42,0.5840
202601020715,test,10,0.150658,0.00115357,0.2118,3.756,8.369,73.31,0.5555
202601020730,test,10,0.151613,0.00091243,0.2086,3.756,7.788,32.24,0.5136
202601020745,test,10,0.148532,0.00088078,0.2054,3.749,7.707,46.47,0.5189
202601020800,test,9,0.142441,0.00092867,0.2040,3.860,7.838,42.56,0.5503
202601020815,test,9,0.137300,0.00091841,0.2039,3.995,7.861,23.98,0.5725
202601020830,test,9,0.137675,0.00120744,0.2094,4.092,8.413,26.19,0.6111
202601020845,test,8,0.137000,0.00089019,0.2005,3.778,7.721,44.76,0.5636
202601020900,test,8,0.137935,0.00094321,0.1956,3.645,7.848,20.06,0.5690
202601020915,test,9,0.139337,0.00109116,0.1950,3.634,8.213,43.00,0.5894
202601020930,test,9,0.137220,0.00111595,0.1926,3.555,8.281,68.35,0.6035
202601020945,test,9,0.134346,0.00117923,0.1897,3.506,8.392,29.35,0.6246
202601021000,test,7,0.133436,0.00155805,0.1933,3.578,9.351,46.28,0.7008
202601021015,test,8,0.130091,0.00163159,0.1928,3.692,9.461,42.44,0.7272
202601021030,test,8,0.127480,0.00152984,0.1906,3.699,9.212,43.49,0.7227
202601021045,test,9,0.127870,0.00131520,0.1918,3.725,8.570,34.12,0.6702
202601021100,test,8,0.127196,0.00140241,0.1935,3.780,8.897,122.11,0.6995
202601021115,test,8,0.127576,0.00123653,0.1940,3.886,8.530,26.63,0.6687
202601021130,test,8,0.127138,0.00105523,0.1919,3.830,8.120,29.72,0.6387
202601021145,test,8,0.127956,0.00084060,0.1871,3.769,7.695,37.00,0.6013
202601021200,test,8,0.125790,0.00079356,0.1800,3.747,7.545,28.39,0.5998
202601021215,test,7,0.124897,0.00067214,0.1795,3.706,7.216,27.34,0.5777
202601021230,test,6,0.124175,0.00061997,0.1793,3.657,7.091,24.55,0.5711
202601021245,test,6,0.120611,0.00072515,0.1738,3.515,7.367,20.95,0.6108
202601021300,test,5,0.117328,0.00064734,0.1661,3.385,7.069,35.33,0.6025
202601021315,test,4,0.115054,0.00039165,0.1551,3.204,6.094,28.35,0.5296
202601021330,test,5,0.110991,0.00036429,0.1467,3.096,5.928,47.69,0.5341
202601021345,test,5,0.109339,0.00044467,0.1475,3.093,6.219,32.97,0.5687
202601021400,test,5,0.109936,0.00040961,0.1468,3.021,6.004,60.15,0.5461
202601021415,test,6,0.110838,0.00031896,0.1417,2.879,5.866,17.31,0.5292
202601021430,test,6,0.113065,0.00025141,0.1412,2.848,5.713,15.40,0.5053
202601021445,test,6,0.112562,0.00024200,0.1395,2.912,5.614,27.58,0.4987
202601021500,test,6,0.108976,0.00039336,0.1389,2.976,6.093,22.96,0.5591
202601021515,test,7,0.107005,0.00025226,0.1355,2.917,5.832,30.15,0.5450
202601021530,test,7,0.104446,0.00020267,0.1342,2.950,5.777,19.40,0.5531
202601021545,test,7,0.102589,0.00020096,0.1288,2.838,5.671,29.67,0.5528
202601021600,test,6,0.101722,0.00013254,0.1264,2.790,5.524,16.82,0.5431
202601021615,test,6,0.101337,0.00015649,0.1245,2.713,5.477,43.84,0.5405
202601021630,test,6,0.100731,0.00021720,0.1239,2.707,5.441,95.93,0.5402
202601021645,test,6,0.100460,0.00031982,0.1278,2.803,6.089,142.60,0.6061
202601021700,test,6,0.099293,0.00027364,0.1286,2.854,6.084,20.07,0.6128
202601021715,test,6,0.100528,0.00025398,0.1302,2.874,6.111,57.98,0.6079
202601021730,test,6,0.101294,0.00023944,0.1313,2.934,6.134,23.81,0.6055
202601021745,test,6,0.100809,0.00028390,0.1340,2.989,6.316,34.55,0.6265
202601021800,test,6,0.099597,0.00035402,0.1363,3.062,6.658,25.96,0.6685
202601021815,test,6,0.102062,0.00036514,0.1428,3.182,6.649,23.65,0.6515
202601021830,test,6,0.104043,0.00038139,0.1474,3.242,6.838,49.51,0.6572
202601021845,test,6,0.107144,0.00040362,0.1542,3.338,6.952,24.52,0.6488
202601021900,test,6,0.109333,0.00044467,0.1604,3.446,6.985,80.15,0.6388
202601021915,test,6,0.110545,0.00042072,0.1618,3.460,6.848,34.94,0.6194
202601021930,test,6,0.109815,0.00051222,0.1649,3.508,7.139,43.88,0.6501
202601021945,test,6,0.109041,0.00050624,0.1627,3.470,7.121,48.62,0.6531
202601022000,test,6,0.110462,0.00059175,0.1626,3.441,7.333,70.16,0.6639
202601022015,test,6,0.110710,0.00049085,0.1632,3.435,7.116,22.72,0.6428
202601022030,test,6,0.110649,0.00051907,0.1666,3.507,6.959,33.85,0.6289
202601022045,test,6,0.109707,0.00048486,0.1599,3.403,6.864,30.65,0.6257
202601022100,test,6,0.110560,0.00044894,0.1621,3.420,6.852,25.64,0.6198
202601022115,test,6,0.111414,0.00040448,0.1650,3.458,6.910,194.74,0.6202
202601022130,test,6,0.111351,0.00047716,0.1625,3.391,6.960,24.28,0.6250
202601022145,test,6,0.114228,0.00057037,0.1631,3.323,7.083,65.32,0.6201
202601022200,test,5,0.113946,0.00067128,0.1623,3.317,7.340,42.18,0.6441
202601022215,test,5,0.114758,0.00047802,0.1586,3.302,6.941,24.47,0.6048
202601022230,test,5,0.115909,0.00055926,0.1628,3.364,6.979,128.46,0.6021
202601022245,test,5,0.119598,0.00070292,0.1692,3.426,7.302,29.29,0.6105
202601022300,test,6,0.119381,0.00081579,0.1715,3.474,7.630,30.20,0.6391
202601022315,test,6,0.119963,0.00084145,0.1728,3.506,7.677,33.71,0.6400
202601022330,test,6,0.119796,0.00090900,0.1719,3.550,7.815,50.34,0.6523
202601022345,test,6,0.120467,0.00076192,0.1710,3.457,7.460,28.06,0.6192
202601030145,test,6,0.131532,0.00050709,0.1839,3.521,7.101,28.95,0.5399
202601030200,test,6,0.133880,0.00061740,0.1907,3.592,7.260,93.87,0.5423
202601030215,test,6,0.133781,0.00064306,0.1968,3.723,7.399,36.76,0.5530
202601030230,test,7,0.134469,0.00058320,0.1978,3.720,7.228,34.29,0.5375
202601030245,test,7,0.136009,0.00058747,0.1991,3.662,7.271,27.00,0.5346
202601030300,test,7,0.137269,0.00079783,0.2039,3.753,7.535,53.29,0.5489
202601030315,test,7,0.140072,0.00092354,0.2054,3.783,7.776,34.08,0.5552
202601030330,test,8,0.138888,0.00096117,0.2037,3.796,7.897,23.59,0.5686
202601030345,test,7,0.137763,0.00105266,0.2040,3.821,8.138,27.37,0.5907
202601030400,test,7,0.137868,0.00116297,0.2051,3.863,8.443,43.36,0.6124
202601030415,test,7,0.137681,0.00090729,0.2018,3.792,7.805,32.77,0.5669
202601030430,test,8,0.137291,0.00080810,0.2003,3.737,7.637,119.58,0.5563
202601030445,test,8,0.139048,0.00086197,0.1977,3.710,7.693,134.21,0.5533
202601030500,test,8,0.137991,0.00097228,0.1997,3.821,7.925,47.03,0.5743
202601030515,test,8,0.137209,0.00088078,0.2002,3.839,7.774,35.18,0.5666
202601030530,test,8,0.138008,0.00082178,0.2000,3.806,7.700,26.88,0.5579
202601030545,test,7,0.137940,0.00088164,0.2035,3.865,7.797,54.16,0.5653
202601030600,test,6,0.139997,0.00077389,0.2114,4.033,7.747,28.89,0.5534
202601030615,test,6,0.140857,0.00110740,0.2156,4.112,8.290,39.73,0.5885
202601030630,test,6,0.138638,0.00120915,0.2137,4.125,8.639,47.18,0.6231
202601030645,test,6,0.133955,0.00121600,0.2069,4.062,8.564,36.71,0.6393
202601030700,test,7,0.131561,0.00092696,0.1992,3.914,7.826,64.22,0.5948
202601030715,test,8,0.128289,0.00059175,0.1924,3.826,7.384,42.04,0.5756
202601030730,test,8,0.127895,0.00060971,0.1964,3.873,7.446,45.87,0.5822
202601030745,test,7,0.127505,0.00070634,0.1969,3.832,7.633,40.61,0.5986
202601030800,test,7,0.128634,0.00069864,0.2011,3.923,7.612,34.43,0.5918
202601030815,test,7,0.129810,0.00055583,0.1997,3.872,7.520,45.51,0.5793
202601030830,test,7,0.131776,0.00052505,0.1933,3.713,7.533,57.95,0.5717
202601030845,test,7,0.130795,0.00051821,0.1856,3.529,7.470,37.41,0.5711
202601030900,test,8,0.130024,0.00042842,0.1853,3.582,7.189,200.00,0.5529
202601030915,test,8,0.128352,0.00050795,0.1815,3.512,7.182,94.98,0.5596
202601030930,test,8,0.126197,0.00061655,0.1768,3.461,7.361,107.53,0.5833
202601030945,test,8,0.125482,0.00063622,0.1761,3.442,7.602,40.00,0.6058
202601031000,test,9,0.124496,0.00073712,0.1761,3.441,7.654,138.70,0.6148
202601031015,test,7,0.124078,0.00113562,0.1795,3.451,8.326,39.74,0.6711
202601031030,test,8,0.123789,0.00139814,0.1853,3.614,9.563,41.99,0.7725
202601031045,test,7,0.122667,0.00119890,0.1820,3.565,8.675,55.89,0.7072
202601031100,test,7,0.120077,0.00107917,0.1815,3.639,8.252,38.20,0.6872
202601031115,test,7,0.118595,0.00111081,0.1850,3.641,8.371,57.96,0.7058
202601031130,test,6,0.117862,0.00116469,0.1860,3.641,8.481,40.11,0.7196
202601031145,test,6,0.116640,0.00123396,0.1874,3.775,8.659,128.75,0.7424
202601031200,test,6,0.114060,0.00114331,0.1797,3.667,8.394,53.31,0.7359
202601031215,test,6,0.113309,0.00134855,0.1789,3.664,9.034,36.40,0.7973
202601031230,test,6,0.110413,0.00141696,0.1745,3.655,9.175,92.79,0.8310
202601031245,test,6,0.109512,0.00108859,0.1718,3.689,8.276,59.89,0.7557
202601031300,test,6,0.109403,0.00102188,0.1751,3.839,8.044,26.76,0.7353
202601031315,test,6,0.106720,0.00084316,0.1725,3.783,7.638,46.24,0.7157
202601031330,test,6,0.106163,0.00086711,0.1701,3.661,7.653,67.20,0.7209
202601031345,test,6,0.104399,0.00087651,0.1680,3.637,7.657,49.20,0.7335
202601031400,test,6,0.101176,0.00071403,0.1592,3.503,7.406,30.24,0.7320
202601031415,test,6,0.099879,0.00069608,0.1539,3.434,7.347,29.78,0.7356
202601031430,test,6,0.100095,0.00077389,0.1551,3.507,7.608,25.48,0.7600
202601031445,test,6,0.099428,0.00078929,0.1555,3.551,7.583,42.43,0.7627
202601031500,test,6,0.099610,0.00081066,0.1566,3.463,7.512,35.02,0.7542
202601031515,test,6,0.097880,0.00085342,0.1556,3.418,7.687,61.07,0.7853
202601031530,test,6,0.097830,0.00071831,0.1536,3.408,7.391,35.07,0.7555
202601031545,test,6,0.098722,0.00069608,0.1522,3.350,7.422,34.19,0.7518
202601031600,test,6,0.098835,0.00061227,0.1525,3.364,7.033,121.71,0.7116
202601031615,test,6,0.098870,0.00068410,0.1542,3.424,7.311,43.60,0.7394
202601031630,test,6,0.096139,0.00070121,0.1490,3.383,7.490,28.63,0.7790
202601031645,test,6,0.094157,0.00057807,0.1425,3.262,7.062,31.06,0.7500
202601031700,test,6,0.093168,0.00043612,0.1385,3.233,6.326,57.65,0.6790
202601031715,test,6,0.090699,0.00037027,0.1320,3.144,6.376,200.00,0.7030
202601031730,test,6,0.090171,0.00037284,0.1326,3.232,6.368,159.08,0.7062
202601031745,test,6,0.087893,0.00034034,0.1304,3.220,6.369,108.47,0.7247
202601031800,test,5,0.087585,0.00042756,0.1336,3.358,6.602,61.60,0.7538
202601031815,test,5,0.087642,0.00064306,0.1368,3.439,7.039,98.40,0.8032
202601031830,test,6,0.087476,0.00063109,0.1363,3.462,7.228,31.38,0.8263
202601031845,test,6,0.086627,0.00068325,0.1326,3.376,7.361,30.45,0.8497
202601031900,test,5,0.086430,0.00064733,0.1325,3.359,7.060,35.90,0.8168
202601031915,test,5,0.086269,0.00050795,0.1289,3.233,6.713,37.48,0.7781
202601031930,test,5,0.085182,0.00059175,0.1309,3.301,6.991,21.57,0.8207
202601031945,test,6,0.083244,0.00052762,0.1302,3.332,6.872,65.46,0.8256
202601032000,test,6,0.083327,0.00049427,0.1281,3.292,6.807,98.59,0.8169
202601032015,test,6,0.081729,0.00036942,0.1228,3.199,6.469,54.06,0.7916
202601032030,test,6,0.081802,0.00043612,0.1223,3.209,6.696,32.54,0.8186
202601032045,test,6,0.081505,0.00050538,0.1216,3.191,6.947,53.80,0.8523
202601032100,test,6,0.078554,0.00054814,0.1132,2.960,6.798,25.48,0.8653
202601032115,test,6,0.079578,0.00048657,0.1140,2.973,6.836,33.37,0.8591
202601032130,test,6,0.078492,0.00042500,0.1133,3.020,6.552,35.04,0.8347
202601032145,test,6,0.078406,0.00050196,0.1132,3.010,6.713,35.83,0.8562
202601032200,test,6,0.078651,0.00040191,0.1095,2.829,6.323,24.53,0.8040
202601032215,test,6,0.079096,0.00035659,0.1090,2.786,6.128,43.37,0.7747
202601032230,test,6,0.078320,0.00038395,0.1087,2.851,6.113,29.79,0.7805
202601032245,test,6,0.077256,0.00044894,0.1098,2.901,6.460,28.16,0.8362
202601032300,test,6,0.078055,0.00058918,0.1102,2.882,6.676,40.51,0.8552
202601032315,test,6,0.079665,0.00054814,0.1168,3.069,6.804,127.88,0.8541
202601032330,test,6,0.079966,0.00047289,0.1148,3.028,6.589,61.54,0.8240
202601032345,test,6,0.079291,0.00055241,0.1134,2.946,6.731,75.75,0.8489
202601040145,test,6,0.077104,0.00034462,0.1068,2.883,6.213,61.01,0.8058
202601040200,test,6,0.075660,0.00025996,0.1033,2.803,6.025,26.45,0.7964
202601040215,test,5,0.074807,0.00031640,0.1062,2.939,6.434,41.92,0.8601
202601040230,test,5,0.076281,0.00034120,0.1122,3.140,6.476,57.44,0.8490
202601040245,test,5,0.078208,0.00031041,0.1128,3.051,6.420,21.69,0.8209
202601040300,test,5,0.079194,0.00040277,0.1132,3.051,6.530,24.37,0.8245
202601040315,test,5,0.079560,0.00038994,0.1131,3.001,6.543,75.25,0.8224
202601040330,test,5,0.079842,0.00036685,0.1118,2.912,6.606,47.32,0.8274
202601040345,test,6,0.081516,0.00045664,0.1108,2.860,6.804,34.75,0.8347
202601040400,test,6,0.080067,0.00036942,0.1066,2.840,6.548,30.08,0.8178
202601040415,test,6,0.079128,0.00045920,0.1056,2.778,6.767,54.64,0.8552
202601040430,test,6,0.079488,0.00050196,0.1063,2.791,6.794,68.55,0.8547
202601040445,test,6,0.079474,0.00050624,0.1072,2.814,6.673,42.79,0.8396
202601040500,test,6,0.081047,0.00051735,0.1119,2.898,7.132,40.22,0.8800
202601040515,test,6,0.082918,0.00052077,0.1150,2.919,7.202,109.09,0.8686
202601040530,test,7,0.083931,0.00042842,0.1188,3.052,6.834,44.24,0.8142
202601040545,test,8,0.083902,0.00041303,0.1157,2.966,6.815,86.74,0.8122
202601040600,test,8,0.084027,0.00059261,0.1162,3.006,7.119,25.31,0.8472
202601040615,test,7,0.083588,0.00061398,0.1160,2.988,7.221,40.80,0.8639
202601040630,test,8,0.082021,0.00054301,0.1108,2.906,6.869,41.75,0.8374
202601040645,test,8,0.082123,0.00049683,0.1100,2.907,6.862,20.44,0.8356
202601040700,test,8,0.083842,0.00047289,0.1104,2.833,6.708,27.46,0.8001
202601040715,test,7,0.086088,0.00047289,0.1150,2.934,6.693,65.96,0.7774
202601040730,test,7,0.087131,0.00047203,0.1199,3.087,6.850,156.46,0.7862
202601040745,test,6,0.087471,0.00059004,0.1206,3.067,7.085,163.01,0.8100
202601040800,test,6,0.087254,0.00063707,0.1175,2.992,7.223,24.94,0.8279
202601040815,test,6,0.087667,0.00060885,0.1173,2.939,7.112,31.62,0.8113
202601040830,test,6,0.090615,0.00050196,0.1171,2.923,6.831,23.97,0.7539
202601040845,test,6,0.091811,0.00051906,0.1178,2.873,6.860,26.75,0.7472
202601040900,test,6,0.091931,0.00049597,0.1149,2.821,6.621,192.85,0.7203
202601040915,test,6,0.093673,0.00045835,0.1176,2.871,6.699,31.93,0.7152
202601040930,test,6,0.094487,0.00058149,0.1188,2.822,6.903,66.31,0.7305
202601040945,test,6,0.094286,0.00051735,0.1155,2.749,6.653,158.47,0.7057
202601041000,test,6,0.096803,0.00057978,0.1214,2.848,6.918,121.77,0.7147
202601041015,test,6,0.099111,0.00066529,0.1285,2.973,7.091,144.90,0.7154
202601041030,test,6,0.101365,0.00062938,0.1318,3.041,7.081,77.44,0.6986
202601041045,test,6,0.102126,0.00058576,0.1328,3.003,6.965,36.22,0.6820
202601041100,test,6,0.103615,0.00056866,0.1327,2.953,6.984,39.98,0.6741
202601041115,test,6,0.103141,0.00059688,0.1322,2.906,7.081,77.99,0.6865
202601041130,test,6,0.103401,0.00069009,0.1322,2.942,7.271,31.38,0.7032
202601041145,test,6,0.104104,0.00077304,0.1377,3.087,7.492,23.99,0.7197
202601041200,test,6,0.106305,0.00074738,0.1419,3.196,7.436,37.54,0.6995
202601041215,test,6,0.108931,0.00076277,0.1480,3.344,7.452,25.06,0.6841
202601041230,test,6,0.110886,0.00066529,0.1531,3.413,7.269,19.43,0.6555
202601041245,test,6,0.112442,0.00065589,0.1568,3.432,7.308,44.23,0.6500
202601041300,test,7,0.115740,0.00066444,0.1631,3.569,7.217,64.54,0.6236
202601041315,test,8,0.117492,0.00065418,0.1648,3.472,7.170,51.04,0.6102
202601041330,test,8,0.117266,0.00062767,0.1663,3.540,6.986,76.03,0.5958
202601041345,test,8,0.118660,0.00065075,0.1692,3.568,7.185,70.92,0.6055
202601041400,test,8,0.116887,0.00050282,0.1641,3.479,6.864,35.08,0.5873
202601041415,test,8,0.116981,0.00053446,0.1644,3.497,6.825,33.19,0.5834
202601041430,test,9,0.119740,0.00061484,0.1697,3.553,7.116,88.82,0.5943
202601041445,test,9,0.122155,0.00060629,0.1725,3.574,7.073,54.31,0.5790
202601041500,test,9,0.123697,0.00058063,0.1744,3.549,7.103,43.53,0.5742
202601041515,test,9,0.124903,0.00067641,0.1775,3.547,7.242,64.79,0.5798
202601041530,test,9,0.128361,0.00049170,0.1808,3.542,6.868,91.28,0.5350
202601041545,test,9,0.129690,0.00054301,0.1804,3.530,6.917,54.55,0.5334
202601041600,test,10,0.131425,0.00072258,0.1829,3.507,7.319,49.05,0.5569
202601041615,test,10,0.132978,0.00062767,0.1840,3.507,7.263,32.25,0.5462
202601041630,test,10,0.133234,0.00056695,0.1841,3.489,7.129,89.40,0.5351
202601041645,test,10,0.133445,0.00061484,0.1889,3.632,7.375,120.09,0.5526
202601041700,test,10,0.133148,0.00078676,0.1919,3.744,7.839,41.89,0.5888
202601041715,test,10,0.131531,0.00085427,0.1900,3.728,7.729,78.42,0.5876
202601041730,test,10,0.133828,0.00087052,0.1938,3.769,7.692,41.90,0.5748
