timestamp,split,n_crops,wet_fraction,heavy_fraction,mean_mmh,p99_mmh,p99_9_mmh,max_mmh,concentration
202602091930,test,6,0.149594,0.00019497,0.1464,2.736,5.801,21.84,0.3878
202602091945,test,6,0.146186,0.00023858,0.1416,2.702,5.706,19.05,0.3903
202602092000,test,6,0.142707,0.00019839,0.1398,2.768,5.841,92.70,0.4093
202602092015,test,6,0.138811,0.00012314,0.1335,2.737,5.723,14.14,0.4123
202602092030,test,7,0.132845,0.00014366,0.1279,2.693,5.785,24.77,0.4354
202602092045,test,7,0.127095,0.00019582,0.1205,2.553,5.596,15.84,0.4403
202602092100,test,7,0.123075,0.00023602,0.1144,2.385,5.484,18.49,0.4456
202602092115,test,7,0.117543,0.00015649,0.1086,2.303,5.019,30.47,0.4270
202602092130,test,6,0.112396,0.00018556,0.1047,2.265,5.192,20.59,0.4620
202602092145,test,6,0.108709,0.00011715,0.1010,2.211,4.961,27.27,0.4564
202602092200,test,7,0.104304,0.00006670,0.0966,2.179,4.692,78.40,0.4499
202602092215,test,7,0.100977,0.00005900,0.0937,2.165,4.746,12.77,0.4700
202602092230,test,6,0.098508,0.00005558,0.0917,2.135,4.846,15.43,0.4919
202602092245,test,5,0.095098,0.00013169,0.0890,2.108,4.906,15.73,0.5159
202602092300,test,5,0.090506,0.00018984,0.0862,2.051,5.071,18.53,0.5603
202602092315,test,5,0.087011,0.00022062,0.0823,1.968,5.232,37.58,0.6013
202602092330,test,5,0.085165,0.00019754,0.0801,1.931,5.366,22.05,0.6301
202602092345,test,5,0.083982,0.00022661,0.0784,1.902,5.246,35.48,0.6247
202602100145,test,4,0.076733,0.00006413,0.0625,1.619,4.279,38.25,0.5576
202602100200,test,4,0.076980,0.00003848,0.0625,1.642,4.156,18.57,0.5399
202602100215,test,6,0.085049,0.00003506,0.0680,1.729,4.471,37.05,0.5257
202602100230,test,5,0.086594,0.00012485,0.0714,1.767,4.942,17.22,0.5707
202602100245,test,5,0.087400,0.00040448,0.0762,1.843,5.642,71.55,0.6456
202602100300,test,6,0.089065,0.00064391,0.0821,1.943,6.689,22.66,0.7510
202602100315,test,7,0.095439,0.00076363,0.0963,2.344,7.408,58.96,0.7762
202602100330,test,7,0.100311,0.00070805,0.1078,2.725,7.421,140.13,0.7398
202602100345,test,7,0.108299,0.00138189,0.1322,3.455,8.855,46.83,0.8176
202602100400,test,8,0.117418,0.00229688,0.1633,4.248,10.265,27.14,0.8742
202602100415,test,8,0.125889,0.00226697,0.1802,4.523,10.131,27.17,0.8048
202602100430,test,8,0.132256,0.00140498,0.1836,4.407,8.846,22.09,0.6689
202602100445,test,8,0.136954,0.00112706,0.1847,4.193,8.308,28.68,0.6066
202602100500,test,8,0.140611,0.00117153,0.1875,4.058,8.438,78.26,0.6001
202602100515,test,8,0.145286,0.00115101,0.1875,3.891,8.348,69.49,0.5746
202602100530,test,9,0.152111,0.00136051,0.1895,3.792,9.061,86.97,0.5957
202602100545,test,9,0.158384,0.00156318,0.1913,3.888,9.284,63.86,0.5862
202602100600,test,10,0.164984,0.00174446,0.2043,4.183,9.795,200.00,0.5937
202602100615,test,10,0.170081,0.00141952,0.2025,4.094,8.897,53.96,0.5231
202602100630,test,10,0.174100,0.00127072,0.2026,3.843,8.598,111.14,0.4938
202602100645,test,10,0.176211,0.00087053,0.1988,3.601,7.629,83.36,0.4329
202602100700,test,10,0.176111,0.00074995,0.1953,3.475,7.267,168.09,0.4126
202602100715,test,10,0.176969,0.00086625,0.1943,3.476,7.567,200.00,0.4276
202602100730,test,10,0.178737,0.00082093,0.1921,3.450,7.473,200.00,0.4181
202602100745,test,10,0.179568,0.00100221,0.1917,3.434,8.003,200.00,0.4457
202602100800,test,10,0.178635,0.00112877,0.1889,3.325,8.346,200.00,0.4672
202602100815,test,9,0.177798,0.00125533,0.1856,3.250,8.854,82.63,0.4980
202602100830,test,9,0.176788,0.00101932,0.1876,3.409,8.056,96.22,0.4557
202602100845,test,10,0.172578,0.00080040,0.1861,3.503,7.522,61.31,0.4359
202602100900,test,10,0.171347,0.00094919,0.1885,3.549,7.880,200.00,0.4599
202602100915,test,10,0.170467,0.00108088,0.1836,3.386,8.215,69.59,0.4819
202602100930,test,10,0.169830,0.00125533,0.1817,3.367,8.707,106.02,0.5127
202602100945,test,9,0.158979,0.00045771,0.1433,2.540,6.340,119.46,0.3988
202602101000,test,9,0.158167,0.00055450,0.1440,2.571,6.291,200.00,0.3978
202602101015,test,9,0.154931,0.00072909,0.1436,2.576,7.035,200.00,0.4541
202602101030,test,8,0.149338,0.00069743,0.1383,2.539,7.098,77.84,0.4753
202602101045,test,8,0.145490,0.00075803,0.1416,2.691,7.203,115.06,0.4951
202602101100,test,8,0.142097,0.00056355,0.1343,2.635,6.552,108.09,0.4611
202602101115,test,7,0.138393,0.00032836,0.1268,2.624,5.980,51.93,0.4321
202602101130,test,7,0.136040,0.00041249,0.1258,2.663,6.058,69.28,0.4453
202602101145,test,8,0.132615,0.00069290,0.1256,2.650,6.941,31.29,0.5234
202602101200,test,8,0.132145,0.00080597,0.1278,2.652,7.400,25.52,0.5600
202602101215,test,8,0.133962,0.00095071,0.1339,2.844,7.911,29.57,0.5905
202602101230,test,9,0.136141,0.00081321,0.1375,2.938,7.590,37.26,0.5575
202602101245,test,10,0.144209,0.00122389,0.1523,3.243,8.523,23.06,0.5910
202602101300,test,10,0.150187,0.00136319,0.1620,3.387,8.804,29.42,0.5862
202602101315,test,10,0.155522,0.00141385,0.1733,3.566,8.910,41.13,0.5729
202602101330,test,10,0.157733,0.00149707,0.1796,3.629,9.077,54.36,0.5755
202602101345,test,10,0.163386,0.00179829,0.1872,3.732,9.755,36.05,0.5970
202602101400,test,10,0.168915,0.00164451,0.1896,3.641,9.258,31.41,0.5481
202602101415,test,10,0.175340,0.00166170,0.1982,3.740,9.358,137.13,0.5337
202602101430,test,10,0.181620,0.00160743,0.2062,3.948,9.206,47.72,0.5069
202602101445,test,11,0.197159,0.00114844,0.2139,3.765,8.340,99.30,0.4230
202602101500,test,12,0.201598,0.00124079,0.2161,3.799,8.551,37.07,0.4242
202602101515,test,12,0.203140,0.00186760,0.2241,3.905,9.910,46.29,0.4878
202602101530,test,12,0.208791,0.00239350,0.2416,4.182,10.985,87.53,0.5261
202602101545,test,12,0.212650,0.00276976,0.2521,4.254,12.026,131.81,0.5655
202602101600,test,12,0.212318,0.00295960,0.2566,4.303,12.443,200.00,0.5860
202602101615,test,12,0.215627,0.00340940,0.2706,4.556,13.592,83.52,0.6304
202602101630,test,12,0.217913,0.00380618,0.2841,4.840,14.275,110.11,0.6551
202602101645,test,12,0.219687,0.00370783,0.2852,4.867,13.941,200.00,0.6346
202602101700,test,11,0.223969,0.00411146,0.2951,5.059,13.545,63.45,0.6048
202602101715,test,11,0.226141,0.00457237,0.3020,5.177,14.070,61.50,0.6222
202602101730,test,11,0.228279,0.00456125,0.3094,5.239,14.452,200.00,0.6331
202602101745,test,11,0.227585,0.00399944,0.3053,5.175,13.547,55.83,0.5952
202602101800,test,11,0.227632,0.00349236,0.3078,5.110,12.502,200.00,0.5492
202602101815,test,11,0.226211,0.00285871,0.3001,4.744,11.573,60.05,0.5116
202602101830,test,11,0.226266,0.00224900,0.2961,4.748,10.134,59.56,0.4479
202602101845,test,11,0.226289,0.00234305,0.3010,4.876,10.306,61.10,0.4554
202602101900,test,11,0.224925,0.00285442,0.3035,4.914,10.841,74.19,0.4820
202602101915,test,11,0.225458,0.00218399,0.2885,4.673,10.914,62.09,0.4841
202602101930,test,10,0.223725,0.00275094,0.2847,4.745,11.356,200.00,0.5076
202602101945,test,10,0.223537,0.00230800,0.2737,4.489,11.257,200.00,0.5036
202602102000,test,10,0.222993,0.00219854,0.2684,4.473,10.681,200.00,0.4790
202602102015,test,10,0.220949,0.00161192,0.2527,4.213,9.483,80.08,0.4292
202602102030,test,10,0.218615,0.00140071,0.2460,4.171,8.951,58.83,0.4094
202602102045,test,10,0.216208,0.00129638,0.2389,4.033,8.642,38.00,0.3997
202602102100,test,10,0.214449,0.00117153,0.2318,3.986,8.335,80.43,0.3887
202602102115,test,10,0.211059,0.00093637,0.2197,3.741,7.898,55.56,0.3742
202602102130,test,10,0.207731,0.00087651,0.2083,3.445,7.745,59.13,0.3729
202602102145,test,10,0.207357,0.00098425,0.1974,3.157,7.948,50.83,0.3833
202602102200,test,11,0.204892,0.00090815,0.1887,2.979,7.720,37.86,0.3768
202602102215,test,11,0.202004,0.00081922,0.1839,2.992,7.522,62.99,0.3723
202602102230,test,11,0.199507,0.00053873,0.1755,2.925,6.691,58.98,0.3354
202602102245,test,11,0.198952,0.00042671,0.1713,2.849,6.435,34.35,0.3235
202602102300,test,11,0.198913,0.00044467,0.1673,2.790,6.531,123.65,0.3283
202602102315,test,11,0.197447,0.00051393,0.1624,2.682,6.652,123.36,0.3369
202602102330,test,11,0.197376,0.00042158,0.1578,2.628,6.103,42.31,0.3092
202602102345,test,11,0.198328,0.00042329,0.1582,2.612,6.091,52.80,0.3071
202602110145,test,11,0.220191,0.00025910,0.1622,2.473,5.870,37.76,0.2666
202602110200,test,10,0.221756,0.00028647,0.1664,2.543,5.724,53.68,0.2581
202602110215,test,10,0.223462,0.00025397,0.1726,2.604,5.750,32.46,0.2573
202602110230,test,11,0.226123,0.00026338,0.1766,2.634,5.759,50.47,0.2547
202602110245,test,11,0.226991,0.00028476,0.1785,2.626,5.658,43.90,0.2492
202602110300,test,11,0.225147,0.00024542,0.1770,2.575,5.521,117.60,0.2452
202602110315,test,11,0.221902,0.00023345,0.1732,2.551,5.637,40.91,0.2540
202602110330,test,11,0.221399,0.00028732,0.1704,2.511,5.622,42.82,0.2539
202602110345,test,11,0.221019,0.00037027,0.1716,2.575,5.927,58.26,0.2682
202602110400,test,11,0.221813,0.00039592,0.1725,2.594,6.056,37.37,0.2730
202602110415,test,11,0.225057,0.00047203,0.1767,2.645,6.339,200.00,0.2817
202602110430,test,11,0.227109,0.00059004,0.1820,2.747,6.872,78.38,0.3026
202602110445,test,11,0.230384,0.00064391,0.1882,2.853,6.917,110.31,0.3002
202602110500,test,11,0.235859,0.00061313,0.1945,2.925,6.866,78.99,0.2911
202602110515,test,10,0.240007,0.00075080,0.2018,3.038,7.378,56.09,0.3074
202602110530,test,10,0.239964,0.00041645,0.2006,3.036,6.473,50.02,0.2697
202602110545,test,10,0.241222,0.00038053,0.2032,3.029,6.310,64.80,0.2616
202602110600,test,10,0.241257,0.00032238,0.2017,3.000,6.197,58.23,0.2569
202602110615,test,10,0.240288,0.00038395,0.2028,2.937,6.160,37.54,0.2564
202602110630,test,10,0.238201,0.00042243,0.2026,2.955,6.309,64.63,0.2649
202602110645,test,11,0.235576,0.00049426,0.2053,3.030,6.574,97.93,0.2791
202602110700,test,11,0.234502,0.00064220,0.2087,3.101,7.047,54.46,0.3005
202602110715,test,10,0.232827,0.00058833,0.2081,3.130,6.753,54.98,0.2900
202602110730,test,10,0.235152,0.00057037,0.2118,3.138,6.892,46.06,0.2931
202602110745,test,10,0.238176,0.00055669,0.2136,3.173,6.903,38.60,0.2898
202602110800,test,10,0.241257,0.00054557,0.2137,3.191,6.865,42.22,0.2846
202602110815,test,10,0.241677,0.00038994,0.2125,3.190,6.526,73.00,0.2700
202602110830,test,10,0.240561,0.00031811,0.2127,3.243,6.083,81.89,0.2528
202602110845,test,10,0.241060,0.00027279,0.2090,3.018,5.849,54.68,0.2426
202602110900,test,10,0.243103,0.00070377,0.2146,3.033,7.017,200.00,0.2887
202602110915,test,11,0.245512,0.00128527,0.2248,3.236,8.771,50.89,0.3573
202602110930,test,10,0.248698,0.00084915,0.2260,3.308,7.737,42.58,0.3111
202602110945,test,10,0.255120,0.00117410,0.2432,3.671,8.319,40.69,0.3261
202602111000,test,10,0.256430,0.00037626,0.2343,3.468,6.609,46.75,0.2577
202602111015,test,11,0.258630,0.00123225,0.2587,4.054,8.428,88.87,0.3259
202602111030,test,11,0.258800,0.00160166,0.2652,4.132,9.141,83.68,0.3532
202602111045,test,11,0.257184,0.00114674,0.2614,4.072,8.284,58.10,0.3221
202602111100,test,11,0.254386,0.00067641,0.2539,3.987,7.370,54.34,0.2897
202602111115,test,11,0.252214,0.00083718,0.2485,3.848,7.646,127.23,0.3032
202602111130,test,11,0.249469,0.00124166,0.2503,3.893,8.453,200.00,0.3389
202602111145,test,11,0.250025,0.00193690,0.2568,4.049,9.491,79.46,0.3796
202602111200,test,11,0.253358,0.00132033,0.2584,4.319,8.664,86.66,0.3420
202602111215,test,11,0.254549,0.00068923,0.2404,3.732,7.258,74.35,0.2851
202602111230,test,11,0.256813,0.00112792,0.2507,4.043,8.237,97.98,0.3207
202602111245,test,11,0.257807,0.00187273,0.2587,4.186,9.716,68.08,0.3769
202602111300,test,11,0.259924,0.00252605,0.2723,4.334,11.306,31.81,0.4350
202602111315,test,11,0.256527,0.00058405,0.2452,3.751,7.073,63.87,0.2757
202602111330,test,12,0.261536,0.00076192,0.2564,3.896,7.466,27.92,0.2855
202602111345,test,12,0.270951,0.00172651,0.2903,4.487,9.079,50.28,0.3351
202602111400,test,12,0.279834,0.00277406,0.3090,4.975,10.325,83.74,0.3690
202602111415,test,12,0.287191,0.00248586,0.3126,4.989,9.693,54.12,0.3375
202602111430,test,12,0.295751,0.00397807,0.3454,5.635,11.864,42.95,0.4011
202602111445,test,12,0.301749,0.00333843,0.3591,5.557,11.093,35.86,0.3676
202602111500,test,12,0.307292,0.00363601,0.3809,5.652,12.124,54.27,0.3946
202602111515,test,12,0.314956,0.00601754,0.4216,6.433,14.321,68.76,0.4547
202602111530,test,12,0.317638,0.00640321,0.4383,6.580,15.826,49.84,0.4982
202602111545,test,12,0.319818,0.00747639,0.4557,6.886,17.656,57.86,0.5521
202602111600,test,12,0.320738,0.00674700,0.4466,6.486,17.195,34.09,0.5361
202602111615,test,12,0.318361,0.00645280,0.4317,6.225,15.291,107.45,0.4803
202602111630,test,12,0.311616,0.00602352,0.4141,6.013,15.185,35.35,0.4873
202602111645,test,12,0.309412,0.00524024,0.4175,5.926,13.912,48.26,0.4496
202602111700,test,12,0.309619,0.00447832,0.4135,5.839,12.993,92.67,0.4196
202602111715,test,12,0.305554,0.00367706,0.4010,5.692,11.520,151.99,0.3770
202602111730,test,12,0.299178,0.00326060,0.3867,5.309,12.210,49.93,0.4081
202602111745,test,12,0.295049,0.00447748,0.3928,5.496,15.026,89.46,0.5093
202602111800,test,12,0.289060,0.00481096,0.3864,5.803,15.582,103.70,0.5391
202602111815,test,12,0.282937,0.00427650,0.3690,5.576,13.215,116.77,0.4671
202602111830,test,12,0.281908,0.00366167,0.3530,5.287,11.867,125.47,0.4210
202602111845,test,11,0.276935,0.00285955,0.3428,4.980,11.282,131.20,0.4074
202602111900,test,11,0.272617,0.00233109,0.3316,4.812,10.158,27.29,0.3726
202602111915,test,11,0.267803,0.00149477,0.3132,4.487,8.986,51.52,0.3355
202602111930,test,11,0.262549,0.00131861,0.3003,4.357,8.589,62.18,0.3271
202602111945,test,11,0.256912,0.00103299,0.2786,4.003,8.070,181.03,0.3141
202602112000,test,11,0.252429,0.00096373,0.2648,3.933,7.908,30.55,0.3133
202602112015,test,11,0.243863,0.00080126,0.2523,3.809,7.442,31.67,0.3052
202602112030,test,10,0.239075,0.00073113,0.2438,3.727,7.221,36.81,0.3020
202602112045,test,10,0.237235,0.00062596,0.2414,3.660,6.999,26.45,0.2950
202602112100,test,10,0.236303,0.00054215,0.2390,3.619,6.912,41.94,0.2925
202602112115,test,10,0.234094,0.00050709,0.2293,3.398,6.849,43.92,0.2926
202602112130,test,10,0.231794,0.00036429,0.2167,3.178,6.283,44.08,0.2711
202602112145,test,10,0.226897,0.00025654,0.2034,3.059,5.981,57.28,0.2636
202602112200,test,10,0.221134,0.00022917,0.1924,2.922,5.864,28.32,0.2652
202602112215,test,10,0.212459,0.00026167,0.1792,2.747,5.721,33.54,0.2693
202602112230,test,10,0.204678,0.00041388,0.1682,2.505,5.762,57.01,0.2815
202602112245,test,10,0.194480,0.00039764,0.1560,2.320,5.554,39.52,0.2856
202602112300,test,10,0.186900,0.00023174,0.1461,2.238,4.956,62.35,0.2652
202602112315,test,10,0.177404,0.00009406,0.1346,2.151,4.611,56.78,0.2599
202602112330,test,10,0.172646,0.00006071,0.1273,2.094,4.170,53.92,0.2415
202602112345,test,10,0.164009,0.00004105,0.1180,1.979,4.116,63.17,0.2510
202602120145,test,9,0.142213,0.00014110,0.1019,1.786,4.833,43.36,0.3398
202602120200,test,9,0.140288,0.00023003,0.1038,1.839,5.001,66.30,0.3565
202602120215,test,8,0.139800,0.00025910,0.1089,2.007,5.338,89.87,0.3818
202602120230,test,8,0.140645,0.00021122,0.1114,2.142,5.169,105.83,0.3675
202602120245,test,9,0.140805,0.00022148,0.1131,2.177,5.529,51.42,0.3927
202602120300,test,9,0.141733,0.00038737,0.1194,2.282,6.089,47.31,0.4296
202602120315,test,9,0.140799,0.00048400,0.1250,2.426,6.626,83.22,0.4706
202602120330,test,9,0.141556,0.00050880,0.1268,2.501,6.437,200.00,0.4547
202602120345,test,8,0.141878,0.00046006,0.1314,2.577,6.513,42.02,0.4590
202602120400,test,8,0.143772,0.00049426,0.1377,2.679,6.735,51.81,0.4684
202602120415,test,9,0.145808,0.00060971,0.1454,2.851,7.059,18.27,0.4842
202602120430,test,9,0.147821,0.00072173,0.1501,3.027,7.359,102.40,0.4978
202602120445,test,10,0.153186,0.00065161,0.1562,3.047,7.098,26.26,0.4634
202602120500,test,11,0.156718,0.00065247,0.1613,3.081,7.076,46.51,0.4515
202602120515,test,11,0.159072,0.00063109,0.1627,3.093,6.966,55.60,0.4379
202602120530,test,11,0.161339,0.00063365,0.1671,3.193,7.228,35.81,0.4480
202602120545,test,10,0.166395,0.00075764,0.1756,3.322,7.526,52.36,0.4523
202602120600,test,10,0.167875,0.00072515,0.1801,3.384,7.370,37.01,0.4390
202602120615,test,11,0.172012,0.00078330,0.1853,3.436,7.520,62.31,0.4372
202602120630,test,11,0.173525,0.00086539,0.1863,3.433,7.702,85.24,0.4438
202602120645,test,11,0.173515,0.00095432,0.1880,3.472,7.884,154.94,0.4544
202602120700,test,11,0.172519,0.00087223,0.1858,3.473,7.692,73.37,0.4458
202602120715,test,11,0.169765,0.00082606,0.1820,3.436,7.518,41.33,0.4428
202602120730,test,10,0.169396,0.00056524,0.1761,3.333,6.981,43.42,0.4121
202602120745,test,9,0.168266,0.00061826,0.1759,3.316,7.151,79.28,0.4250
202602120800,test,9,0.167079,0.00056952,0.1742,3.279,6.907,47.97,0.4134
202602120815,test,10,0.165444,0.00080639,0.1766,3.312,7.432,61.49,0.4492
202602120830,test,10,0.167952,0.00082093,0.1805,3.280,7.520,66.34,0.4478
202602120845,test,9,0.168291,0.00083546,0.1798,3.303,7.581,148.96,0.4505
202602120900,test,10,0.169622,0.00059517,0.1783,3.262,7.073,73.43,0.4170
202602120915,test,8,0.167271,0.00070377,0.1733,3.164,7.048,56.05,0.4214
202602120930,test,8,0.166204,0.00067726,0.1699,3.130,7.001,59.33,0.4212
202602120945,test,8,0.165249,0.00085342,0.1668,3.038,7.578,85.69,0.4586
202602121000,test,8,0.165398,0.00084658,0.1644,2.970,7.591,32.46,0.4589
202602121015,test,8,0.162596,0.00099708,0.1626,2.901,7.980,200.00,0.4908
202602121030,test,8,0.158305,0.00092525,0.1573,2.829,7.753,52.88,0.4898
202602121045,test,8,0.157732,0.00073370,0.1524,2.728,7.244,51.17,0.4592
202602121100,test,8,0.157089,0.00068154,0.1489,2.714,6.940,29.23,0.4418
202602121115,test,7,0.156867,0.00044638,0.1424,2.559,6.441,200.00,0.4106
202602121130,test,7,0.156001,0.00053617,0.1400,2.599,6.676,57.22,0.4279
202602121145,test,7,0.153312,0.00046861,0.1368,2.630,6.505,47.04,0.4243
202602121200,test,7,0.155714,0.00047545,0.1388,2.654,6.516,124.19,0.4184
202602121215,test,8,0.156922,0.00043270,0.1380,2.578,6.050,45.82,0.3855
202602121230,test,8,0.159305,0.00044980,0.1391,2.596,6.126,65.99,0.3846
202602121245,test,8,0.157100,0.00036001,0.1396,2.646,5.998,77.16,0.3818
202602121300,test,8,0.156108,0.00041902,0.1422,2.709,6.073,32.06,0.3890
202602121315,test,8,0.157270,0.00040619,0.1428,2.718,6.198,47.32,0.3941
202602121330,test,8,0.155027,0.00046776,0.1420,2.713,6.544,44.56,0.4221
202602121345,test,8,0.155190,0.00037198,0.1431,2.787,6.318,24.62,0.4071
202602121400,test,8,0.157998,0.00043783,0.1527,2.948,6.581,84.56,0.4165
202602121415,test,10,0.161046,0.00048400,0.1570,2.942,6.435,27.77,0.3995
202602121430,test,9,0.160987,0.00057807,0.1589,2.910,6.646,38.24,0.4128
202602121445,test,10,0.161589,0.00044467,0.1611,3.021,6.561,93.72,0.4060
202602121500,test,9,0.158738,0.00046262,0.1600,3.023,6.525,43.11,0.4110
202602121515,test,9,0.158296,0.00039593,0.1620,3.089,6.284,200.00,0.3970
202602121530,test,9,0.157004,0.00036599,0.1556,2.973,6.287,146.22,0.4005
202602121545,test,9,0.156331,0.00040533,0.1584,3.008,6.361,200.00,0.4069
202602121600,test,9,0.155937,0.00035402,0.1593,2.997,6.417,154.45,0.4115
202602121615,test,8,0.156195,0.00033350,0.1623,3.089,6.326,66.31,0.4050
202602121630,test,8,0.156673,0.00036856,0.1593,2.968,6.122,65.48,0.3907
202602121645,test,8,0.159301,0.00040106,0.1612,2.960,6.376,28.12,0.4002
202602121700,test,9,0.160639,0.00033778,0.1595,2.835,6.216,65.06,0.3870
202602121715,test,9,0.164260,0.00030272,0.1581,2.707,6.070,46.36,0.3695
202602121730,test,8,0.165414,0.00018129,0.1550,2.607,5.880,87.86,0.3554
202602121745,test,8,0.165730,0.00017017,0.1546,2.619,5.895,31.60,0.3557
202602121800,test,9,0.166557,0.00017787,0.1539,2.614,5.717,60.69,0.3433
202602121815,test,9,0.164770,0.00021635,0.1530,2.634,5.891,191.26,0.3575
202602121830,test,9,0.163986,0.00024542,0.1517,2.658,6.040,38.56,0.3683
202602121845,test,9,0.163335,0.00025911,0.1511,2.673,5.917,26.86,0.3623
202602121900,test,9,0.166184,0.00030614,0.1541,2.737,6.024,23.54,0.3625
202602121915,test,9,0.167610,0.00027535,0.1574,2.796,5.912,32.48,0.3527
202602121930,test,9,0.167824,0.00028647,0.1552,2.807,5.842,52.63,0.3481
202602121945,test,9,0.167783,0.00022490,0.1521,2.775,5.817,49.75,0.3467
202602122000,test,9,0.170045,0.00021549,0.1513,2.733,5.714,33.26,0.3360
202602122015,test,8,0.170701,0.00019412,0.1521,2.749,5.673,35.61,0.3324
202602122030,test,8,0.166129,0.00018214,0.1501,2.788,5.767,93.04,0.3472
202602122045,test,9,0.162056,0.00021977,0.1494,2.842,5.759,184.87,0.3553
202602122100,test,9,0.157831,0.00018556,0.1456,2.807,5.675,28.32,0.3596
202602122115,test,9,0.154846,0.00019069,0.1443,2.818,5.768,43.77,0.3725
202602122130,test,9,0.153439,0.00028903,0.1435,2.789,5.817,45.09,0.3791
202602122145,test,9,0.150152,0.00025996,0.1403,2.786,5.710,154.76,0.3803
202602122200,test,9,0.149613,0.00023773,0.1373,2.695,5.720,200.00,0.3823
202602122215,test,9,0.149421,0.00021720,0.1358,2.709,5.647,45.67,0.3779
202602122230,test,9,0.151333,0.00026680,0.1390,2.750,5.792,33.03,0.3827
202602122245,test,9,0.154978,0.00031640,0.1443,2.801,5.942,28.48,0.3834
202602122300,test,9,0.157651,0.00026167,0.1472,2.844,5.923,26.72,0.3757
202602122315,test,9,0.158941,0.00022575,0.1485,2.841,5.967,34.81,0.3754
202602122330,test,9,0.156807,0.00022319,0.1464,2.780,5.851,37.46,0.3731
202602122345,test,10,0.155244,0.00023773,0.1460,2.788,5.809,42.88,0.3742
202602130145,test,10,0.168292,0.00026509,0.1685,2.873,5.856,45.34,0.3480
202602130200,test,10,0.171451,0.00033093,0.1722,2.850,6.023,52.48,0.3513
202602130215,test,10,0.174049,0.00025825,0.1730,2.847,5.855,61.97,0.3364
202602130230,test,10,0.176032,0.00026253,0.1766,2.959,5.774,60.34,0.3280
202602130245,test,10,0.177528,0.00027877,0.1804,2.990,5.775,43.74,0.3253
202602130300,test,10,0.179472,0.00031725,0.1880,3.059,6.052,67.94,0.3372
202602130315,test,10,0.181842,0.00038310,0.1961,3.211,6.473,69.69,0.3560
202602130330,test,10,0.185621,0.00032495,0.2019,3.305,6.100,95.89,0.3286
202602130345,test,10,0.186265,0.00033436,0.2046,3.402,6.089,63.15,0.3269
202602130400,test,10,0.186559,0.00027279,0.2095,3.477,6.008,200.00,0.3221
202602130415,test,10,0.187387,0.00026081,0.2105,3.381,5.972,63.13,0.3187
202602130430,test,10,0.188711,0.00024542,0.2179,3.502,6.163,39.61,0.3266
202602130445,test,10,0.188257,0.00036172,0.2229,3.512,6.441,178.42,0.3421
202602130500,test,10,0.188953,0.00035488,0.2324,3.712,6.379,89.05,0.3376
202602130515,test,10,0.192289,0.00033692,0.2437,3.828,6.564,87.53,0.3414
202602130530,test,10,0.193514,0.00054643,0.2534,3.901,7.020,77.79,0.3628
202602130545,test,10,0.192623,0.00064819,0.2519,3.869,7.121,106.75,0.3697
202602130600,test,10,0.192683,0.00072772,0.2496,3.878,7.409,66.32,0.3845
202602130615,test,10,0.191171,0.00057037,0.2435,3.758,6.865,200.00,0.3591
202602130630,test,9,0.194491,0.00061826,0.2467,3.850,7.109,100.77,0.3655
202602130645,test,9,0.193699,0.00070120,0.2435,3.856,7.348,66.93,0.3794
202602130700,test,9,0.194219,0.00096288,0.2441,3.891,7.935,51.09,0.4085
202602130715,test,9,0.194024,0.00111081,0.2443,3.913,8.251,68.72,0.4252
202602130730,test,9,0.191270,0.00092440,0.2424,4.010,7.842,134.24,0.4100
202602130745,test,9,0.189397,0.00087309,0.2407,3.965,7.757,66.37,0.4096
202602130800,test,9,0.188793,0.00121685,0.2442,3.998,8.440,68.04,0.4470
202602130815,test,9,0.184762,0.00116640,0.2386,3.922,8.359,49.53,0.4524
202602130830,test,9,0.182259,0.00106207,0.2366,3.888,8.173,56.57,0.4485
202602130845,test,9,0.181538,0.00115955,0.2345,3.751,8.499,74.11,0.4682
202602130900,test,10,0.178859,0.00128868,0.2293,3.641,8.676,38.88,0.4851
202602130915,test,10,0.178214,0.00110825,0.2196,3.425,8.254,38.11,0.4632
202602130930,test,10,0.176559,0.00105352,0.2148,3.425,8.149,56.89,0.4616
202602130945,test,11,0.175111,0.00119547,0.2126,3.386,8.693,33.10,0.4964
202602131000,test,10,0.171920,0.00109628,0.2079,3.338,8.304,48.65,0.4830
202602131015,test,11,0.168069,0.00116127,0.2032,3.311,8.525,150.90,0.5072
202602131030,test,11,0.167601,0.00112621,0.1992,3.227,8.441,41.59,0.5037
202602131045,test,11,0.165573,0.00135966,0.1991,3.273,9.599,71.50,0.5797
202602131100,test,11,0.166884,0.00147510,0.2012,3.191,10.066,53.34,0.6032
202602131115,test,11,0.164020,0.00149391,0.1972,3.162,10.078,77.03,0.6144
202602131130,test,11,0.161540,0.00138103,0.1954,3.229,9.375,44.50,0.5804
202602131145,test,11,0.159637,0.00133315,0.1941,3.252,9.115,32.06,0.5710
202602131200,test,11,0.158869,0.00127756,0.1940,3.255,8.951,39.32,0.5634
202602131215,test,11,0.158401,0.00109542,0.1881,3.149,8.336,90.40,0.5263
202602131230,test,11,0.159564,0.00084914,0.1812,3.019,7.482,96.50,0.4689
202602131245,test,10,0.158639,0.00073712,0.1772,2.881,7.176,68.05,0.4524
202602131300,test,10,0.160442,0.00066871,0.1738,2.793,6.909,67.32,0.4306
