GPU 0: NVIDIA A100-SXM4-40GB (UUID: GPU-6da32a56-b72c-9033-152d-27befc73a4b4)
host gpuhost006.jc.rl.ac.uk | CUDA ok | Wed 12 Aug 16:24:18 BST 2026
args: python /home/users/dv321/dissertation/Code/3 - Diffusion stage/train_ldm.py --attn 16 --batch 32 --cond-drop 0.1 --cond-mode full --dropout 0.0 --lr 0.0001 --mults 1,2,4 --p-mean -1.2 --p-std 1.2 --weight-decay 0.0 --width 128 --limit 613892 --epochs 6 --warmup 1000 --psd-crops 128 --patience 0 --no-keep-sampled --sample-every 6 --sample-crops 128 --seed 0 --out /home/users/dv321/dissertation_outputs/hpo/ldm_coarse/trial_015_r2 --latents-dir /work/scratch-nopw2/dv321/dissertation/latents_ml_ep17 --vae /home/users/dv321/dissertation_outputs/vae_v2/vae_ep17.pt --leads 15,30,45,60
pooled sigma_data 0.7407 from [+15min 0.5800, +30min 0.7073, +45min 0.7921, +60min 0.8546]
diagnostics: 128 fixed val crops (rows 0..53123), 8 members, 25 steps
device=cuda | denoiser 65.7M params | cond=full (20ch) | sigma_data=0.7407 | latent_scale=0.784
train rows 613892 | val rows 53124 | 19184 steps/epoch (batch 32) | weighted loss starts near 1.0 by construction
GPU: NVIDIA A100-SXM4-40GB | 42 GB total
  ep1 step 8800/19184 | loss_w 0.4294 raw 0.0558 | lr 9.89e-05 | gn 0.60 | 290 img/s
  ep1 step 9000/19184 | loss_w 0.4283 raw 0.0557 | lr 9.88e-05 | gn 0.60 | 291 img/s
  ep1 step 9200/19184 | loss_w 0.4272 raw 0.0555 | lr 9.87e-05 | gn 0.59 | 291 img/s
  ep1 step 9400/19184 | loss_w 0.4262 raw 0.0554 | lr 9.87e-05 | gn 0.59 | 291 img/s
  ep1 step 9600/19184 | loss_w 0.4252 raw 0.0553 | lr 9.86e-05 | gn 0.58 | 291 img/s
  ep1 step 9800/19184 | loss_w 0.4242 raw 0.0551 | lr 9.85e-05 | gn 0.58 | 291 img/s
  ep1 step 10000/19184 | loss_w 0.4233 raw 0.0550 | lr 9.85e-05 | gn 0.57 | 291 img/s
  ep1 step 10200/19184 | loss_w 0.4225 raw 0.0549 | lr 9.84e-05 | gn 0.57 | 291 img/s
  ep1 step 10400/19184 | loss_w 0.4215 raw 0.0548 | lr 9.83e-05 | gn 0.56 | 291 img/s
  ep1 step 10600/19184 | loss_w 0.4208 raw 0.0547 | lr 9.83e-05 | gn 0.56 | 291 img/s
  ep1 step 10800/19184 | loss_w 0.4199 raw 0.0546 | lr 9.82e-05 | gn 0.55 | 291 img/s
  ep1 step 11000/19184 | loss_w 0.4191 raw 0.0544 | lr 9.81e-05 | gn 0.55 | 291 img/s
  ep1 step 11200/19184 | loss_w 0.4183 raw 0.0543 | lr 9.80e-05 | gn 0.55 | 291 img/s
  ep1 step 11400/19184 | loss_w 0.4175 raw 0.0542 | lr 9.80e-05 | gn 0.54 | 291 img/s
  ep1 step 11600/19184 | loss_w 0.4167 raw 0.0541 | lr 9.79e-05 | gn 0.54 | 291 img/s
  ep1 step 11800/19184 | loss_w 0.4161 raw 0.0540 | lr 9.78e-05 | gn 0.54 | 291 img/s
  ep1 step 12000/19184 | loss_w 0.4153 raw 0.0540 | lr 9.77e-05 | gn 0.53 | 291 img/s
  ep1 step 12200/19184 | loss_w 0.4147 raw 0.0539 | lr 9.76e-05 | gn 0.53 | 291 img/s
  ep1 step 12400/19184 | loss_w 0.4140 raw 0.0538 | lr 9.76e-05 | gn 0.53 | 291 img/s
  ep1 step 12600/19184 | loss_w 0.4133 raw 0.0537 | lr 9.75e-05 | gn 0.52 | 291 img/s
  ep1 step 12800/19184 | loss_w 0.4127 raw 0.0536 | lr 9.74e-05 | gn 0.52 | 291 img/s
  ep1 step 13000/19184 | loss_w 0.4121 raw 0.0535 | lr 9.73e-05 | gn 0.52 | 291 img/s
  ep1 step 13200/19184 | loss_w 0.4115 raw 0.0534 | lr 9.72e-05 | gn 0.51 | 291 img/s
  ep1 step 13400/19184 | loss_w 0.4109 raw 0.0534 | lr 9.71e-05 | gn 0.51 | 291 img/s
  ep1 step 13600/19184 | loss_w 0.4104 raw 0.0533 | lr 9.70e-05 | gn 0.51 | 291 img/s
  ep1 step 13800/19184 | loss_w 0.4099 raw 0.0532 | lr 9.69e-05 | gn 0.51 | 291 img/s
  ep1 step 14000/19184 | loss_w 0.4094 raw 0.0531 | lr 9.68e-05 | gn 0.50 | 291 img/s
  ep1 step 14200/19184 | loss_w 0.4088 raw 0.0530 | lr 9.67e-05 | gn 0.50 | 291 img/s
  ep1 step 14400/19184 | loss_w 0.4083 raw 0.0530 | lr 9.66e-05 | gn 0.50 | 291 img/s
  ep1 step 14600/19184 | loss_w 0.4077 raw 0.0529 | lr 9.65e-05 | gn 0.49 | 291 img/s
  ep1 step 14800/19184 | loss_w 0.4073 raw 0.0528 | lr 9.64e-05 | gn 0.49 | 291 img/s
  ep1 step 15000/19184 | loss_w 0.4068 raw 0.0528 | lr 9.63e-05 | gn 0.49 | 291 img/s
  ep1 step 15200/19184 | loss_w 0.4063 raw 0.0527 | lr 9.62e-05 | gn 0.49 | 291 img/s
  ep1 step 15400/19184 | loss_w 0.4059 raw 0.0527 | lr 9.61e-05 | gn 0.48 | 291 img/s
  ep1 step 15600/19184 | loss_w 0.4054 raw 0.0526 | lr 9.60e-05 | gn 0.48 | 292 img/s
  ep1 step 15800/19184 | loss_w 0.4050 raw 0.0525 | lr 9.59e-05 | gn 0.48 | 292 img/s
  ep1 step 16000/19184 | loss_w 0.4046 raw 0.0525 | lr 9.58e-05 | gn 0.48 | 292 img/s
  ep1 step 16200/19184 | loss_w 0.4042 raw 0.0525 | lr 9.57e-05 | gn 0.47 | 292 img/s
  ep1 step 16400/19184 | loss_w 0.4038 raw 0.0524 | lr 9.56e-05 | gn 0.47 | 292 img/s
  ep1 step 16600/19184 | loss_w 0.4033 raw 0.0524 | lr 9.55e-05 | gn 0.47 | 292 img/s
  ep1 step 16800/19184 | loss_w 0.4030 raw 0.0523 | lr 9.53e-05 | gn 0.47 | 292 img/s
  ep1 step 17000/19184 | loss_w 0.4026 raw 0.0523 | lr 9.52e-05 | gn 0.46 | 292 img/s
  ep1 step 17200/19184 | loss_w 0.4022 raw 0.0522 | lr 9.51e-05 | gn 0.46 | 292 img/s
  ep1 step 17400/19184 | loss_w 0.4018 raw 0.0522 | lr 9.50e-05 | gn 0.46 | 292 img/s
  ep1 step 17600/19184 | loss_w 0.4014 raw 0.0521 | lr 9.49e-05 | gn 0.46 | 292 img/s
  ep1 step 17800/19184 | loss_w 0.4011 raw 0.0521 | lr 9.47e-05 | gn 0.46 | 292 img/s
  ep1 step 18000/19184 | loss_w 0.4008 raw 0.0520 | lr 9.46e-05 | gn 0.45 | 292 img/s
  ep1 step 18200/19184 | loss_w 0.4004 raw 0.0520 | lr 9.45e-05 | gn 0.45 | 292 img/s
  ep1 step 18400/19184 | loss_w 0.4001 raw 0.0520 | lr 9.44e-05 | gn 0.45 | 292 img/s
  ep1 step 18600/19184 | loss_w 0.3998 raw 0.0519 | lr 9.42e-05 | gn 0.45 | 292 img/s
  ep1 step 18800/19184 | loss_w 0.3995 raw 0.0519 | lr 9.41e-05 | gn 0.45 | 292 img/s
  ep1 step 19000/19184 | loss_w 0.3991 raw 0.0518 | lr 9.40e-05 | gn 0.44 | 292 img/s
epoch   1/6 | train 0.3989 | val 0.3565 (raw 0.0454) | 2105s | 292 img/s | GPU 7.8 GB
  new best (val loss_w 0.3565) -> diff_best.pt
  ep2 step 200/19184 | loss_w 0.3670 raw 0.0479 | lr 9.37e-05 | gn 0.28 | 287 img/s
  ep2 step 400/19184 | loss_w 0.3673 raw 0.0483 | lr 9.36e-05 | gn 0.27 | 290 img/s
  ep2 step 600/19184 | loss_w 0.3679 raw 0.0482 | lr 9.35e-05 | gn 0.27 | 291 img/s
  ep2 step 800/19184 | loss_w 0.3676 raw 0.0481 | lr 9.33e-05 | gn 0.27 | 291 img/s
  ep2 step 1000/19184 | loss_w 0.3678 raw 0.0482 | lr 9.32e-05 | gn 0.27 | 291 img/s
  ep2 step 1200/19184 | loss_w 0.3680 raw 0.0482 | lr 9.30e-05 | gn 0.27 | 291 img/s
  ep2 step 1400/19184 | loss_w 0.3673 raw 0.0481 | lr 9.29e-05 | gn 0.27 | 291 img/s
  ep2 step 1600/19184 | loss_w 0.3675 raw 0.0481 | lr 9.28e-05 | gn 0.27 | 292 img/s
  ep2 step 1800/19184 | loss_w 0.3675 raw 0.0481 | lr 9.26e-05 | gn 0.27 | 292 img/s
  ep2 step 2000/19184 | loss_w 0.3673 raw 0.0480 | lr 9.25e-05 | gn 0.27 | 292 img/s
  ep2 step 2200/19184 | loss_w 0.3676 raw 0.0481 | lr 9.23e-05 | gn 0.27 | 292 img/s
  ep2 step 2400/19184 | loss_w 0.3675 raw 0.0480 | lr 9.22e-05 | gn 0.27 | 292 img/s
  ep2 step 2600/19184 | loss_w 0.3674 raw 0.0480 | lr 9.20e-05 | gn 0.27 | 292 img/s
  ep2 step 2800/19184 | loss_w 0.3680 raw 0.0478 | lr 9.19e-05 | gn 0.26 | 292 img/s
  ep2 step 3000/19184 | loss_w 0.3682 raw 0.0479 | lr 9.17e-05 | gn 0.26 | 292 img/s
  ep2 step 3200/19184 | loss_w 0.3679 raw 0.0479 | lr 9.16e-05 | gn 0.27 | 292 img/s
  ep2 step 3400/19184 | loss_w 0.3681 raw 0.0480 | lr 9.14e-05 | gn 0.26 | 292 img/s
  ep2 step 3600/19184 | loss_w 0.3682 raw 0.0479 | lr 9.13e-05 | gn 0.26 | 292 img/s
  ep2 step 3800/19184 | loss_w 0.3684 raw 0.0480 | lr 9.11e-05 | gn 0.26 | 292 img/s
  ep2 step 4000/19184 | loss_w 0.3686 raw 0.0480 | lr 9.10e-05 | gn 0.26 | 292 img/s
  ep2 step 4200/19184 | loss_w 0.3685 raw 0.0481 | lr 9.08e-05 | gn 0.26 | 292 img/s
  ep2 step 4400/19184 | loss_w 0.3683 raw 0.0480 | lr 9.06e-05 | gn 0.26 | 292 img/s
  ep2 step 4600/19184 | loss_w 0.3681 raw 0.0480 | lr 9.05e-05 | gn 0.26 | 292 img/s
  ep2 step 4800/19184 | loss_w 0.3681 raw 0.0480 | lr 9.03e-05 | gn 0.26 | 292 img/s
  ep2 step 5000/19184 | loss_w 0.3679 raw 0.0480 | lr 9.02e-05 | gn 0.26 | 292 img/s
  ep2 step 5200/19184 | loss_w 0.3679 raw 0.0480 | lr 9.00e-05 | gn 0.26 | 292 img/s
  ep2 step 5400/19184 | loss_w 0.3676 raw 0.0480 | lr 8.98e-05 | gn 0.26 | 292 img/s
  ep2 step 5600/19184 | loss_w 0.3676 raw 0.0480 | lr 8.97e-05 | gn 0.26 | 292 img/s
  ep2 step 5800/19184 | loss_w 0.3677 raw 0.0480 | lr 8.95e-05 | gn 0.26 | 292 img/s
  ep2 step 6000/19184 | loss_w 0.3677 raw 0.0480 | lr 8.93e-05 | gn 0.26 | 292 img/s
  ep2 step 6200/19184 | loss_w 0.3676 raw 0.0480 | lr 8.91e-05 | gn 0.26 | 292 img/s
  ep2 step 6400/19184 | loss_w 0.3675 raw 0.0480 | lr 8.90e-05 | gn 0.26 | 292 img/s
  ep2 step 6600/19184 | loss_w 0.3674 raw 0.0480 | lr 8.88e-05 | gn 0.26 | 292 img/s
  ep2 step 6800/19184 | loss_w 0.3675 raw 0.0480 | lr 8.86e-05 | gn 0.26 | 292 img/s
